,Method_name,sim2Sub001,sim2Sub002,sim2Sub003,sim2Sub004,sim2Sub005,sim2Sub006,sim2Sub007,sim2Sub008,sim2Sub009,sim2Sub010,sim2Sub011,sim2Sub012,sim2Sub013,sim2Sub014,sim2Sub015,sim2Sub016,sim2Sub017,sim2Sub018,sim2Sub019,sim2Sub020,sim2Sub021,sim2Sub022,sim2Sub023,sim2Sub024,sim2Sub025,sim2Sub026,sim2Sub027,sim2Sub028,sim2Sub029,sim2Sub030,sim2Sub031,sim2Sub032,sim2Sub033,sim2Sub034,sim2Sub035,sim2Sub036,sim2Sub037,sim2Sub038,sim2Sub039,sim2Sub040,sim2Sub041,sim2Sub042,sim2Sub043,sim2Sub044,sim2Sub045,sim2Sub046,sim2Sub047,sim2Sub048,sim2Sub049,sim2Sub050
1,Af,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.91,0.89,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
2,AS,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
3,BCohF,0.9,0.9,0.94,0.96,0.92,0.9,0.94,0.96,0.96,0.84,0.9,0.88,0.9,0.9,0.92,0.94,0.96,0.92,0.86,0.94,0.98,0.96,0.9,0.92,0.92,0.9,0.98,0.92,0.92,0.94,0.9,0.92,0.9,0.94,0.94,0.92,0.92,0.9,0.9,0.86,0.86,0.92,0.9,0.9,0.92,0.9,0.9,0.9,0.94,0.94
4,BCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BCorrD,0.9,0.9,0.9,0.9,0.91,0.9,0.89,0.9,0.9,0.9,0.89,0.9,0.91,0.89,0.91,0.89,0.9,0.9,0.89,0.91,0.9,0.92,0.91,0.9,0.9,0.89,0.92,0.93,0.9,0.9,0.9,0.9,0.9,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.9,0.91,0.89,0.9,0.9,0.89,0.9,0.89,0.9
6,BCorrU,0.88,0.92,0.9,0.9,0.88,0.86,0.88,0.9,0.88,0.84,0.88,0.84,0.9,0.86,0.92,0.82,0.94,0.9,0.86,0.88,0.92,0.9,0.84,0.9,0.88,0.92,0.96,0.9,0.9,0.92,0.9,0.84,0.86,0.88,0.9,0.9,0.86,0.9,0.88,0.88,0.88,0.88,0.84,0.86,0.88,0.88,0.88,0.9,0.86,0.92
7,BH2D,0.89,0.89,0.89,0.91,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.91,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.9,0.91,0.89,0.9,0.89,0.89,0.89,0.89
8,BH2U,0.8,0.78,0.78,0.78,0.8,0.8,0.78,0.78,0.84,0.8,0.78,0.8,0.8,0.78,0.78,0.78,0.78,0.82,0.78,0.78,0.78,0.8,0.78,0.78,0.78,0.82,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.86,0.78,0.78,0.78,0.8,0.9,0.82,0.8,0.8,0.8,0.78,0.78,0.78,0.78
9,BMITD1,0.9,0.89,0.89,0.91,0.89,0.89,0.89,0.89,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.91,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.9,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.89
10,BMITD2,0.9,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.91,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.91,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.89
11,BMITU,0.8,0.78,0.78,0.8,0.78,0.78,0.78,0.78,0.78,0.8,0.78,0.8,0.78,0.78,0.8,0.78,0.78,0.78,0.8,0.82,0.78,0.78,0.8,0.78,0.78,0.78,0.8,0.8,0.78,0.78,0.8,0.8,0.78,0.8,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.8,0.78,0.8,0.78,0.78,0.78
12,BTED,0.89,0.89,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.89,0.9,0.9,0.89,0.89,0.89,0.89,0.9,0.91,0.89,0.89,0.89,0.89,0.89,0.89,0.89
13,BTEU,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.9,0.9,0.89,0.89,0.89,0.89,0.9,0.9,0.89,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.89,0.9,0.9,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.9,0.89,0.9,0.89,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.9,0.9
14,COH1,0.84,0.8,0.8,0.8,0.8,0.78,0.78,0.84,0.82,0.82,0.78,0.82,0.82,0.8,0.8,0.78,0.86,0.8,0.8,0.8,0.82,0.8,0.8,0.82,0.8,0.8,0.79,0.8,0.84,0.86,0.84,0.78,0.8,0.8,0.88,0.78,0.84,0.78,0.78,0.82,0.82,0.84,0.82,0.8,0.86,0.8,0.88,0.82,0.8,0.78
15,COH2,0.82,0.84,0.82,0.78,0.78,0.78,0.78,0.82,0.84,0.8,0.82,0.82,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.82,0.88,0.8,0.78,0.82,0.82,0.8,0.8,0.86,0.88,0.86,0.78,0.78,0.8,0.88,0.78,0.8,0.78,0.8,0.82,0.8,0.8,0.8,0.78,0.8,0.8,0.86,0.82,0.8,0.78
16,DC1,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89
17,dDTF,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.9,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.91,0.89,0.9,0.9,0.89,0.89,0.9,0.89,0.9,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.91,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.89
18,DTF,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.9,0.89,0.9,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.9,0.89,0.9,0.89
19,ffDTF,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.89,0.89,0.91,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
20,Genie,0.9,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.9,0.91,0.9,0.89,0.91,0.89,0.9,0.9,0.9,0.9,0.9,0.92,0.91,0.91,0.91,0.91,0.9,0.91,0.9,0.9,0.89,0.9,0.91,0.9,0.9,0.91,0.9,0.91,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.91,0.91,0.9
21,GGC,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
22,GPDC,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.91,0.9,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89
23,hmvar,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.91,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
24,MVAR,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.9,0.9,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.89
25,oPDCF,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89
26,pCOH1,0.82,0.78,0.82,0.8,0.82,0.78,0.82,0.78,0.8,0.78,0.78,0.78,0.82,0.86,0.78,0.78,0.86,0.78,0.78,0.86,0.84,0.82,0.8,0.78,0.82,0.82,0.82,0.78,0.8,0.86,0.8,0.82,0.82,0.82,0.8,0.8,0.82,0.8,0.8,0.8,0.8,0.78,0.78,0.82,0.82,0.78,0.82,0.82,0.84,0.8
27,pCOH2,0.82,0.78,0.82,0.8,0.82,0.78,0.82,0.78,0.8,0.78,0.78,0.78,0.82,0.86,0.78,0.78,0.86,0.78,0.78,0.86,0.84,0.82,0.8,0.78,0.82,0.82,0.82,0.78,0.8,0.86,0.8,0.82,0.82,0.82,0.8,0.8,0.82,0.8,0.8,0.8,0.8,0.78,0.78,0.82,0.82,0.78,0.82,0.82,0.84,0.8
28,PCohF,0.92,0.9,0.92,0.96,0.92,0.88,0.94,0.92,0.96,0.86,0.88,0.88,0.88,0.9,0.94,0.96,0.98,0.92,0.88,0.9,0.94,0.94,0.92,0.92,0.92,0.9,0.98,0.96,0.94,0.96,0.9,0.92,0.88,0.92,0.94,0.9,0.94,0.88,0.92,0.86,0.86,0.94,0.9,0.9,0.92,0.9,0.92,0.9,0.92,0.94
29,PCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,PCorrD,0.92,0.91,0.89,0.91,0.9,0.89,0.9,0.9,0.91,0.9,0.89,0.9,0.91,0.89,0.92,0.9,0.91,0.94,0.92,0.9,0.9,0.92,0.9,0.92,0.91,0.9,0.92,0.92,0.91,0.92,0.92,0.9,0.91,0.91,0.9,0.89,0.89,0.9,0.91,0.89,0.9,0.92,0.93,0.9,0.9,0.89,0.92,0.9,0.92,0.89
31,PCorrU,0.8,0.78,0.78,0.8,0.78,0.78,0.78,0.78,0.82,0.78,0.78,0.78,0.8,0.82,0.78,0.78,0.78,0.78,0.78,0.8,0.8,0.78,0.78,0.78,0.82,0.78,0.8,0.78,0.8,0.78,0.78,0.78,0.78,0.78,0.78,0.8,0.78,0.78,0.78,0.78,0.78,0.8,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.8
32,PDC,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.91,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.91,0.9,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
33,PH2D,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.91,0.89,0.89,0.89,0.89,0.89,0.89
34,PH2U,0.78,0.78,0.78,0.78,0.8,0.78,0.78,0.8,0.82,0.8,0.8,0.78,0.8,0.78,0.78,0.78,0.8,0.78,0.78,0.78,0.78,0.8,0.78,0.8,0.78,0.8,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.82,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.8,0.78,0.8,0.8,0.78,0.78
