,Method_name,sim3Sub001,sim3Sub002,sim3Sub003,sim3Sub004,sim3Sub005,sim3Sub006,sim3Sub007,sim3Sub008,sim3Sub009,sim3Sub010,sim3Sub011,sim3Sub012,sim3Sub013,sim3Sub014,sim3Sub015,sim3Sub016,sim3Sub017,sim3Sub018,sim3Sub019,sim3Sub020,sim3Sub021,sim3Sub022,sim3Sub023,sim3Sub024,sim3Sub025,sim3Sub026,sim3Sub027,sim3Sub028,sim3Sub029,sim3Sub030,sim3Sub031,sim3Sub032,sim3Sub033,sim3Sub034,sim3Sub035,sim3Sub036,sim3Sub037,sim3Sub038,sim3Sub039,sim3Sub040,sim3Sub041,sim3Sub042,sim3Sub043,sim3Sub044,sim3Sub045,sim3Sub046,sim3Sub047,sim3Sub048,sim3Sub049,sim3Sub050
1,Af,0.928888888888889,0.924444444444444,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.928888888888889,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92
2,AS,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.924444444444444,0.924444444444444,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92
3,BCohF,0.928888888888889,0.937777777777778,0.92,0.937777777777778,0.911111111111111,0.928888888888889,0.893333333333333,0.92,0.928888888888889,0.946666666666667,0.92,0.937777777777778,0.946666666666667,0.911111111111111,0.946666666666667,0.911111111111111,0.928888888888889,0.928888888888889,0.937777777777778,0.928888888888889,0.937777777777778,0.92,0.928888888888889,0.92,0.937777777777778,0.946666666666667,0.928888888888889,0.92,0.937777777777778,0.928888888888889,0.937777777777778,0.884444444444444,0.946666666666667,0.928888888888889,0.92,0.928888888888889,0.911111111111111,0.92,0.946666666666667,0.902222222222222,0.902222222222222,0.911111111111111,0.911111111111111,0.911111111111111,0.92,0.893333333333333,0.893333333333333,0.928888888888889,0.937777777777778,0.92
4,BCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BCorrD,0.924444444444444,0.924444444444444,0.92,0.924444444444444,0.924444444444444,0.928888888888889,0.928888888888889,0.924444444444444,0.937777777777778,0.924444444444444,0.924444444444444,0.924444444444444,0.924444444444444,0.928888888888889,0.928888888888889,0.924444444444444,0.924444444444444,0.928888888888889,0.924444444444444,0.924444444444444,0.924444444444444,0.928888888888889,0.924444444444444,0.928888888888889,0.924444444444444,0.924444444444444,0.924444444444444,0.924444444444444,0.924444444444444,0.924444444444444,0.92,0.928888888888889,0.92,0.924444444444444,0.924444444444444,0.924444444444444,0.928888888888889,0.924444444444444,0.924444444444444,0.924444444444444,0.92,0.924444444444444,0.928888888888889,0.924444444444444,0.928888888888889,0.924444444444444,0.928888888888889,0.924444444444444,0.924444444444444,0.92
6,BCorrU,0.911111111111111,0.92,0.875555555555556,0.928888888888889,0.902222222222222,0.875555555555556,0.884444444444444,0.911111111111111,0.92,0.92,0.92,0.884444444444444,0.92,0.955555555555556,0.92,0.928888888888889,0.911111111111111,0.911111111111111,0.92,0.946666666666667,0.893333333333333,0.911111111111111,0.893333333333333,0.92,0.893333333333333,0.92,0.893333333333333,0.875555555555556,0.911111111111111,0.902222222222222,0.911111111111111,0.866666666666667,0.902222222222222,0.902222222222222,0.893333333333333,0.884444444444444,0.884444444444444,0.92,0.92,0.92,0.875555555555556,0.911111111111111,0.902222222222222,0.92,0.893333333333333,0.884444444444444,0.893333333333333,0.911111111111111,0.937777777777778,0.911111111111111
7,BH2D,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
8,BH2U,0.84,0.84,0.84,0.866666666666667,0.84,0.84,0.848888888888889,0.84,0.84,0.848888888888889,0.84,0.84,0.84,0.848888888888889,0.866666666666667,0.848888888888889,0.848888888888889,0.84,0.857777777777778,0.848888888888889,0.84,0.84,0.84,0.84,0.84,0.84,0.848888888888889,0.848888888888889,0.84,0.848888888888889,0.84,0.848888888888889,0.84,0.848888888888889,0.848888888888889,0.857777777777778,0.848888888888889,0.848888888888889,0.84,0.84,0.848888888888889,0.84,0.848888888888889,0.84,0.857777777777778,0.84,0.848888888888889,0.84,0.84,0.84
9,BMITD1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
10,BMITD2,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
11,BMITU,0.84,0.84,0.848888888888889,0.848888888888889,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.848888888888889,0.84,0.84,0.848888888888889,0.84,0.84,0.84,0.857777777777778,0.84,0.84,0.84,0.848888888888889,0.848888888888889,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
12,BTED,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.928888888888889,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.92,0.924444444444444,0.92,0.928888888888889,0.92,0.92,0.924444444444444,0.92,0.92,0.92
13,BTEU,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.924444444444444,0.924444444444444,0.924444444444444,0.924444444444444,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.924444444444444,0.92,0.92,0.924444444444444,0.924444444444444,0.924444444444444,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92
14,COH1,0.857777777777778,0.857777777777778,0.857777777777778,0.84,0.84,0.84,0.84,0.84,0.848888888888889,0.857777777777778,0.857777777777778,0.84,0.844444444444444,0.848888888888889,0.848888888888889,0.84,0.848888888888889,0.875555555555556,0.857777777777778,0.866666666666667,0.844444444444444,0.848888888888889,0.866666666666667,0.84,0.84,0.857777777777778,0.84,0.84,0.848888888888889,0.84,0.848888888888889,0.84,0.848888888888889,0.84,0.844444444444444,0.844444444444444,0.84,0.84,0.84,0.866666666666667,0.848888888888889,0.848888888888889,0.866666666666667,0.84,0.857777777777778,0.84,0.84,0.84,0.848888888888889,0.857777777777778
15,COH2,0.866666666666667,0.84,0.857777777777778,0.84,0.84,0.84,0.84,0.84,0.866666666666667,0.848888888888889,0.848888888888889,0.84,0.848888888888889,0.84,0.848888888888889,0.84,0.857777777777778,0.848888888888889,0.875555555555556,0.857777777777778,0.848888888888889,0.857777777777778,0.857777777777778,0.84,0.84,0.848888888888889,0.848888888888889,0.84,0.848888888888889,0.84,0.848888888888889,0.848888888888889,0.84,0.84,0.848888888888889,0.84,0.84,0.84,0.84,0.848888888888889,0.866666666666667,0.84,0.848888888888889,0.84,0.857777777777778,0.84,0.84,0.84,0.848888888888889,0.866666666666667
16,DC1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.92,0.924444444444444,0.92,0.92,0.92,0.924444444444444
17,dDTF,0.924444444444444,0.928888888888889,0.92,0.924444444444444,0.928888888888889,0.92,0.92,0.924444444444444,0.92,0.924444444444444,0.924444444444444,0.924444444444444,0.92,0.924444444444444,0.92,0.924444444444444,0.92,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.924444444444444,0.924444444444444,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.92,0.928888888888889,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.928888888888889,0.92
18,DTF,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.924444444444444,0.924444444444444,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.924444444444444,0.92,0.92,0.92,0.92,0.92
19,ffDTF,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
20,Genie,0.928888888888889,0.924444444444444,0.928888888888889,0.928888888888889,0.924444444444444,0.928888888888889,0.924444444444444,0.924444444444444,0.924444444444444,0.928888888888889,0.924444444444444,0.928888888888889,0.924444444444444,0.928888888888889,0.928888888888889,0.928888888888889,0.933333333333333,0.92,0.933333333333333,0.924444444444444,0.924444444444444,0.928888888888889,0.92,0.924444444444444,0.924444444444444,0.928888888888889,0.924444444444444,0.924444444444444,0.928888888888889,0.924444444444444,0.924444444444444,0.924444444444444,0.928888888888889,0.92,0.924444444444444,0.928888888888889,0.928888888888889,0.924444444444444,0.928888888888889,0.924444444444444,0.924444444444444,0.924444444444444,0.924444444444444,0.924444444444444,0.92,0.928888888888889,0.92,0.92,0.924444444444444,0.928888888888889
21,GGC,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
22,GPDC,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
23,hmvar,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.924444444444444,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.92
24,MVAR,0.92,0.924444444444444,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
25,oPDCF,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.924444444444444,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.928888888888889,0.92,0.92
26,pCOH1,0.84,0.857777777777778,0.84,0.848888888888889,0.875555555555556,0.84,0.84,0.866666666666667,0.866666666666667,0.848888888888889,0.848888888888889,0.866666666666667,0.857777777777778,0.848888888888889,0.875555555555556,0.848888888888889,0.866666666666667,0.84,0.857777777777778,0.866666666666667,0.84,0.848888888888889,0.84,0.84,0.866666666666667,0.857777777777778,0.848888888888889,0.857777777777778,0.857777777777778,0.866666666666667,0.875555555555556,0.84,0.866666666666667,0.848888888888889,0.84,0.848888888888889,0.857777777777778,0.848888888888889,0.84,0.848888888888889,0.848888888888889,0.866666666666667,0.866666666666667,0.857777777777778,0.866666666666667,0.84,0.84,0.84,0.848888888888889,0.848888888888889
27,pCOH2,0.84,0.857777777777778,0.84,0.848888888888889,0.875555555555556,0.84,0.84,0.866666666666667,0.866666666666667,0.848888888888889,0.848888888888889,0.866666666666667,0.857777777777778,0.848888888888889,0.875555555555556,0.848888888888889,0.866666666666667,0.84,0.857777777777778,0.866666666666667,0.84,0.848888888888889,0.84,0.84,0.866666666666667,0.857777777777778,0.848888888888889,0.857777777777778,0.857777777777778,0.866666666666667,0.875555555555556,0.84,0.866666666666667,0.848888888888889,0.84,0.848888888888889,0.857777777777778,0.848888888888889,0.84,0.848888888888889,0.848888888888889,0.866666666666667,0.866666666666667,0.857777777777778,0.866666666666667,0.84,0.84,0.84,0.848888888888889,0.848888888888889
28,PCohF,0.928888888888889,0.946666666666667,0.92,0.955555555555556,0.902222222222222,0.946666666666667,0.875555555555556,0.946666666666667,0.937777777777778,0.937777777777778,0.92,0.946666666666667,0.946666666666667,0.92,0.946666666666667,0.911111111111111,0.946666666666667,0.937777777777778,0.937777777777778,0.955555555555556,0.928888888888889,0.92,0.955555555555556,0.911111111111111,0.92,0.946666666666667,0.928888888888889,0.911111111111111,0.937777777777778,0.92,0.928888888888889,0.884444444444444,0.946666666666667,0.937777777777778,0.911111111111111,0.937777777777778,0.893333333333333,0.92,0.946666666666667,0.92,0.902222222222222,0.911111111111111,0.92,0.92,0.92,0.884444444444444,0.902222222222222,0.946666666666667,0.937777777777778,0.911111111111111
29,PCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
