,sim5Sub001,sim5Sub002,sim5Sub003,sim5Sub004,sim5Sub005,sim5Sub006,sim5Sub007,sim5Sub008,sim5Sub009,sim5Sub010,sim5Sub011,sim5Sub012,sim5Sub013,sim5Sub014,sim5Sub015,sim5Sub016,sim5Sub017,sim5Sub018,sim5Sub019,sim5Sub020,sim5Sub021,sim5Sub022,sim5Sub023,sim5Sub024,sim5Sub025,sim5Sub026,sim5Sub027,sim5Sub028,sim5Sub029,sim5Sub030,sim5Sub031,sim5Sub032,sim5Sub033,sim5Sub034,sim5Sub035,sim5Sub036,sim5Sub037,sim5Sub038,sim5Sub039,sim5Sub040,sim5Sub041,sim5Sub042,sim5Sub043,sim5Sub044,sim5Sub045,sim5Sub046,sim5Sub047,sim5Sub048,sim5Sub049,sim5Sub050
1,1,1,1,1,0.928,1,1,1,1,0.92,0.94,1,0.928,1,1,1,1,1,1,1,0.936,1,0.84,0.936,1,1,1,1,1,1,1,1,1,0.936,0.92,0.94,1,1,1,1,1,1,1,1,1,0.936,0.936,0.868,1,0.932
2,1,1,1,1,0.936,0.928,1,1,0.92,0.928,1,1,0.932,1,1,1,1,1,1,0.936,0.924,1,0.852,0.932,1,0.94,1,1,0.928,0.928,1,1,1,0.936,1,0.92,0.928,0.936,1,1,1,1,0.936,1,0.936,1,1,0.864,1,0.852
3,0.852,0.852,0.852,0.852,0.849,0.852,0.8535,0.852,0.852,0.84,0.852,0.852,0.84,0.852,0.852,0.8535,0.852,0.852,0.8535,0.852,0.846,0.852,0.819,0.846,0.852,0.852,0.852,0.852,0.852,0.843,0.852,0.852,0.852,0.849,0.852,0.834,0.852,0.846,0.852,0.852,0.8535,0.852,0.852,0.852,0.852,0.852,0.852,0.84,0.852,0.84
4,0.825,0.795,0.831,0.84,0.828,0.774,0.84,0.822,0.813,0.816,0.792,0.828,0.834,0.828,0.84,0.804,0.816,0.828,0.816,0.843,0.822,0.822,0.843,0.828,0.798,0.804,0.84,0.816,0.7565,0.822,0.84,0.81,0.789,0.804,0.804,0.798,0.816,0.852,0.7685,0.849,0.8355,0.774,0.816,0.834,0.792,0.81,0.795,0.7505,0.828,0.822
5,0.852,0.852,0.852,0.852,0.846,0.852,0.8535,0.852,0.852,0.84,0.852,0.852,0.84,0.852,0.852,0.8535,0.852,0.852,0.852,0.852,0.846,0.852,0.819,0.846,0.852,0.852,0.852,0.852,0.852,0.849,0.852,0.852,0.852,0.849,0.852,0.849,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.8225,0.84,0.852,0.84
6,0.822,0.804,0.816,0.846,0.813,0.774,0.846,0.822,0.822,0.852,0.786,0.804,0.798,0.849,0.831,0.807,0.816,0.822,0.801,0.816,0.813,0.822,0.828,0.825,0.792,0.804,0.846,0.828,0.786,0.819,0.834,0.81,0.816,0.804,0.804,0.822,0.786,0.852,0.7535,0.852,0.819,0.807,0.81,0.822,0.786,0.807,0.81,0.7745,0.7625,0.822
7,0.852,0.852,0.852,0.8225,0.846,0.852,0.8225,0.852,0.852,0.837,0.852,0.852,0.84,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.819,0.849,0.852,0.852,0.8535,0.852,0.8535,0.852,0.852,0.852,0.852,0.846,0.846,0.8535,0.852,0.852,0.8225,0.852,0.852,0.8535,0.852,0.852,0.852,0.852,0.852,0.846,0.852,0.849
8,0.822,0.816,0.816,0.846,0.819,0.774,0.852,0.822,0.8295,0.852,0.78,0.804,0.801,0.849,0.7985,0.819,0.816,0.822,0.81,0.816,0.822,0.822,0.837,0.822,0.792,0.822,0.852,0.828,0.786,0.813,0.84,0.804,0.822,0.804,0.804,0.822,0.795,0.852,0.7595,0.852,0.822,0.8085,0.804,0.834,0.786,0.81,0.804,0.7805,0.7625,0.819
9,1,1,1,1,1,1,1,1,1,0.932,1,1,0.928,1,1,1,1,1,1,1,1,1,0.852,1,1,1,1,1,1,1,1,1,1,0.94,0.936,1,1,1,1,1,1,1,1,1,1,1,1,0.936,1,1
10,0.852,0.852,0.852,0.852,0.852,0.852,0.8535,0.852,0.852,0.843,0.852,0.852,0.84,0.852,0.852,0.8535,0.852,0.852,0.8535,0.852,0.846,0.852,0.831,0.846,0.852,0.852,0.852,0.852,0.852,0.852,0.8225,0.852,0.852,0.852,0.852,0.846,0.852,0.849,0.852,0.852,0.8535,0.852,0.852,0.852,0.852,0.852,0.852,0.843,0.852,0.84
11,0.816,0.792,0.834,0.843,0.834,0.789,0.84,0.822,0.819,0.816,0.786,0.834,0.834,0.822,0.8045,0.81,0.7955,0.822,0.816,0.834,0.822,0.816,0.846,0.828,0.798,0.798,0.849,0.822,0.7565,0.816,0.84,0.813,0.795,0.804,0.804,0.798,0.816,0.852,0.7685,0.852,0.8325,0.774,0.813,0.834,0.792,0.819,0.786,0.7565,0.828,0.822
12,0.969,1,1,1,0.9675,0.963,0.963,0.969,0.963,0.966,0.9305,0.963,0.963,0.96,1,1,0.966,0.963,0.963,1,0.966,0.966,0.963,0.963,0.963,1,1,1,1,1,0.966,0.966,0.966,0.96,0.969,0.963,0.963,1,0.963,1,0.963,1,0.963,0.966,0.9615,0.963,0.9705,0.966,0.963,1
13,0.969,0.969,0.966,1,0.969,0.9365,0.966,0.966,0.963,0.966,0.9275,0.963,0.963,0.96,1,1,0.966,0.966,0.963,1,0.966,0.966,0.969,0.963,0.963,1,1,0.966,0.969,1,0.9675,0.966,0.963,0.96,0.969,0.96,0.963,1,0.963,1,0.9615,1,0.963,0.969,0.957,0.963,1,0.969,0.963,0.966
14,0.969,1,1,1,1,0.963,0.966,0.969,0.963,0.9675,0.963,0.963,0.963,0.963,1,1,0.966,0.9645,0.963,1,0.966,0.966,0.963,0.966,0.963,1,1,1,1,1,0.966,0.969,0.966,0.96,0.969,0.963,0.963,0.9705,0.966,1,0.963,1,0.963,0.969,0.966,0.963,1,0.969,0.9645,1
15,0.935,0.932,0.963,0.9275,1,0.929,0.966,0.966,0.963,1,0.88,1,0.969,0.932,0.926,0.923,0.969,1,0.9675,0.966,1,1,0.966,0.9675,0.957,0.969,0.9705,0.8995,0.9335,0.932,1,0.966,0.926,0.9675,0.966,0.969,0.966,1,0.957,0.969,0.969,1,0.929,0.966,0.926,0.932,1,0.9645,1,1
16,0.969,1,1,1,1,0.963,0.969,1,0.963,0.969,0.935,0.963,0.963,0.963,1,1,1,0.9675,0.966,1,0.966,0.969,0.963,0.966,0.9645,1,1,1,1,1,0.966,0.9705,0.966,0.9615,0.969,0.963,0.963,1,0.9675,1,0.963,1,0.966,1,0.966,0.963,1,0.9675,0.966,1
17,0.8875,0.8905,0.96,0.923,0.926,0.892,0.9275,0.9615,0.9275,0.966,0.843,0.9615,0.895,0.9615,0.96,0.914,0.935,0.96,0.966,0.96,0.963,0.926,0.96,0.923,0.926,0.957,0.966,0.88,0.8785,0.889,0.96,0.951,0.8965,0.932,0.892,0.9675,0.9215,0.96,0.911,0.926,0.96,0.9645,0.926,0.96,0.858,0.883,0.892,0.88,1,0.966
18,0.969,1,1,1,1,0.963,0.963,0.969,0.963,0.966,0.963,0.963,0.963,0.9615,1,1,0.966,0.963,0.963,1,0.966,0.966,0.963,0.966,0.963,1,1,1,1,1,0.966,0.969,0.966,0.96,0.969,0.963,0.963,0.9705,0.966,1,0.963,1,0.9645,0.9705,0.9645,0.963,1,0.966,0.963,1
19,0.874,0.834,0.834,0.8875,0.8575,0.789,0.883,0.8605,0.8725,0.8875,0.816,0.8175,0.8115,0.886,0.868,0.859,0.874,0.8265,0.847,0.828,0.822,0.8295,0.837,0.831,0.8205,0.8205,0.926,0.837,0.838,0.8415,0.8415,0.8575,0.825,0.8265,0.8145,0.828,0.7995,0.889,0.7965,0.8935,0.8605,0.8545,0.843,0.828,0.7905,0.8235,0.8175,0.7865,0.7745,0.828
20,0.969,1,1,1,1,0.963,0.963,0.969,0.963,0.966,0.9305,0.963,0.963,0.96,1,1,0.966,0.963,0.963,1,0.966,0.966,0.963,0.963,0.963,1,1,1,1,1,0.966,0.966,0.966,0.96,0.969,0.96,0.963,0.969,0.963,1,0.963,1,0.963,0.963,0.9615,0.963,0.969,0.966,0.963,1
21,0.969,1,0.966,1,0.969,0.963,0.963,0.966,0.963,0.966,0.923,0.963,0.963,0.96,1,0.969,0.966,0.963,0.963,1,0.966,0.966,0.963,0.963,0.963,1,1,0.969,0.969,1,0.966,0.963,0.963,0.96,0.969,0.96,0.96,0.969,0.963,1,0.963,1,0.966,0.966,0.96,0.963,1,0.966,0.9585,1
22,0.969,1,1,1,1,0.963,0.966,0.969,0.963,0.966,0.963,0.963,0.963,0.963,1,1,0.966,0.9645,0.963,1,0.966,0.966,0.963,0.963,0.963,1,1,1,1,1,0.966,0.969,0.966,0.96,0.969,0.963,0.963,0.9705,0.966,1,0.963,1,0.963,0.9705,0.966,0.963,1,0.9675,0.963,1
23,0.966,0.935,0.963,0.929,1,0.9305,0.966,0.966,0.9675,1,0.9275,1,1,0.932,0.926,0.966,0.969,1,0.9675,0.9675,1,1,0.963,0.9675,0.963,0.969,0.9705,0.929,0.963,0.932,1,0.969,0.926,0.9675,0.966,0.969,0.966,1,0.9585,0.9705,0.969,1,0.935,0.966,0.926,0.932,1,0.9645,1,1
24,0.969,1,1,1,1,0.963,0.963,0.969,0.963,0.966,0.9305,0.963,0.963,0.96,1,1,0.966,0.963,0.963,1,0.966,0.966,0.963,0.963,0.963,1,1,1,1,1,0.966,0.966,0.9645,0.96,0.969,0.96,0.963,0.969,0.963,1,0.963,1,0.963,0.963,0.96,0.9615,0.969,0.966,0.963,1
