,Method_name,sim16Sub001,sim16Sub002,sim16Sub003,sim16Sub004,sim16Sub005,sim16Sub006,sim16Sub007,sim16Sub008,sim16Sub009,sim16Sub010,sim16Sub011,sim16Sub012,sim16Sub013,sim16Sub014,sim16Sub015,sim16Sub016,sim16Sub017,sim16Sub018,sim16Sub019,sim16Sub020,sim16Sub021,sim16Sub022,sim16Sub023,sim16Sub024,sim16Sub025,sim16Sub026,sim16Sub027,sim16Sub028,sim16Sub029,sim16Sub030,sim16Sub031,sim16Sub032,sim16Sub033,sim16Sub034,sim16Sub035,sim16Sub036,sim16Sub037,sim16Sub038,sim16Sub039,sim16Sub040,sim16Sub041,sim16Sub042,sim16Sub043,sim16Sub044,sim16Sub045,sim16Sub046,sim16Sub047,sim16Sub048,sim16Sub049,sim16Sub050
1,Af,0.72,0.72,0.8,0.8,0.72,0.84,0.72,0.72,0.72,0.72,0.8,0.76,0.76,0.72,0.72,0.72,0.72,0.76,0.72,0.72,0.8,0.84,0.76,0.8,0.76,0.8,0.76,0.8,0.72,0.8,0.76,0.76,0.72,0.76,0.76,0.72,0.72,0.72,0.72,0.72,0.88,0.72,0.72,0.76,0.72,0.76,0.76,0.8,0.8,0.72
2,AS,0.72,0.72,0.8,0.8,0.76,0.84,0.72,0.72,0.84,0.72,0.8,0.8,0.76,0.72,0.72,0.72,0.72,0.76,0.76,0.72,0.72,0.84,0.72,0.72,0.8,0.8,0.8,0.8,0.72,0.72,0.76,0.72,0.72,0.76,0.72,0.76,0.76,0.72,0.76,0.72,0.8,0.72,0.76,0.76,0.72,0.76,0.76,0.76,0.8,0.76
3,BCohF,0.92,1,0.92,0.92,0.92,0.92,0.92,0.92,0.84,0.92,0.84,0.92,0.84,0.92,0.92,0.92,0.92,0.92,0.92,0.84,0.92,0.92,0.92,0.84,1,0.92,0.92,1,0.92,0.92,0.92,0.92,0.84,1,0.92,0.92,0.92,0.92,1,0.92,0.92,0.84,1,0.92,0.92,0.84,0.92,0.84,0.92,1
4,BCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BCorrD,0.8,0.76,0.76,0.72,0.8,0.76,0.8,0.72,0.76,0.76,0.76,0.76,0.76,0.76,0.72,0.8,0.76,0.76,0.76,0.76,0.76,0.76,0.8,0.76,0.8,0.76,0.76,0.72,0.76,0.72,0.76,0.72,0.76,0.72,0.76,0.76,0.76,0.76,0.76,0.76,0.8,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.8
6,BCorrU,0.92,0.84,0.84,0.92,0.92,0.92,0.84,0.92,0.92,0.92,0.92,0.92,0.84,0.92,0.84,0.92,0.92,1,0.84,0.92,0.84,0.92,1,0.76,0.84,0.84,0.84,0.92,0.92,0.92,0.92,0.84,0.92,0.92,0.84,0.76,0.84,0.92,0.84,0.84,0.92,0.84,0.92,0.92,1,1,1,0.84,0.84,1
7,BH2D,0.72,0.72,0.72,0.8,0.72,0.72,0.76,0.76,0.72,0.72,0.84,0.76,0.72,0.72,0.76,0.72,0.76,0.72,0.8,0.76,0.72,0.72,0.76,0.72,0.72,0.8,0.72,0.72,0.72,0.72,0.76,0.72,0.72,0.72,0.76,0.72,0.72,0.88,0.76,0.72,0.72,0.72,0.8,0.84,0.72,0.72,0.72,0.72,0.72,0.76
8,BH2U,1,0.92,0.84,0.84,0.84,0.92,0.76,0.92,0.84,0.84,0.84,0.92,0.76,0.84,0.92,0.84,0.92,0.84,0.76,0.76,0.84,0.84,0.84,0.84,0.76,0.92,0.76,0.84,0.84,0.76,0.84,0.92,0.76,0.84,0.76,0.76,0.92,0.76,0.84,0.92,0.76,0.76,0.84,0.76,0.76,0.84,0.84,0.76,0.84,0.92
9,BMITD1,0.76,0.72,0.72,0.76,0.72,0.72,0.72,0.72,0.72,0.72,0.76,0.8,0.72,0.76,0.76,0.72,0.76,0.72,0.72,0.76,0.72,0.72,0.76,0.72,0.72,0.76,0.76,0.72,0.72,0.72,0.76,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.76,0.72,0.76,0.76,0.72,0.76,0.72,0.8,0.76,0.76,0.72,0.76
10,BMITD2,0.76,0.72,0.72,0.76,0.72,0.76,0.76,0.72,0.72,0.72,0.76,0.8,0.72,0.76,0.76,0.72,0.76,0.72,0.72,0.76,0.72,0.72,0.76,0.72,0.72,0.76,0.76,0.72,0.72,0.76,0.76,0.72,0.72,0.72,0.72,0.72,0.72,0.76,0.8,0.72,0.76,0.76,0.76,0.76,0.72,0.84,0.76,0.72,0.72,0.76
11,BMITU,0.76,0.84,0.76,0.84,0.76,0.76,0.84,0.92,0.84,0.76,0.76,0.84,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.84,0.76,0.84,0.76,0.76,0.76,0.84,0.84,0.76,0.84,0.84,0.76,0.76,0.84,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.84,0.84,0.84,0.76,0.84,0.76,0.84,0.84,0.84
12,BTED,0.72,0.72,0.72,0.76,0.76,0.76,0.8,0.8,0.8,0.76,0.76,0.76,0.72,0.72,0.72,0.8,0.76,0.72,0.72,0.72,0.72,0.8,0.72,0.76,0.72,0.72,0.72,0.72,0.72,0.72,0.76,0.72,0.76,0.72,0.72,0.76,0.72,0.72,0.72,0.72,0.76,0.72,0.76,0.88,0.72,0.72,0.72,0.76,0.8,0.72
13,BTEU,0.72,0.76,0.76,0.76,0.76,0.76,0.72,0.76,0.76,0.76,0.76,0.76,0.72,0.72,0.72,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.72,0.76,0.76,0.72,0.76,0.76,0.72,0.76,0.72,0.76,0.72,0.76,0.72,0.76,0.76,0.76,0.76,0.76,0.72,0.76,0.76,0.72,0.76,0.76
14,COH1,0.84,0.84,0.84,0.92,0.84,0.76,0.76,0.84,0.76,0.84,0.92,0.84,0.76,0.92,0.92,0.84,0.84,0.92,0.92,0.76,0.76,0.92,0.84,0.84,0.76,0.76,0.84,0.84,0.92,0.84,0.84,0.76,0.92,0.92,0.84,0.76,1,0.92,0.76,0.76,0.84,0.76,0.92,0.92,0.84,0.84,0.92,0.76,0.92,0.84
15,COH2,0.84,0.76,0.84,0.84,0.84,0.84,0.76,0.84,0.76,0.76,0.92,0.84,0.76,0.76,0.92,0.76,0.76,0.84,1,0.76,0.76,0.76,0.84,0.76,0.76,0.76,0.76,0.84,0.84,0.84,0.84,0.76,0.92,0.92,0.92,0.76,0.84,0.92,0.76,0.76,0.84,0.76,0.84,0.84,0.76,0.76,0.84,0.84,0.84,0.76
16,DC1,0.76,0.72,0.8,0.72,0.72,0.72,0.72,0.72,0.76,0.72,0.8,0.72,0.76,0.8,0.76,0.76,0.76,0.72,0.72,0.72,0.8,0.76,0.72,0.76,0.72,0.72,0.76,0.72,0.72,0.84,0.72,0.72,0.76,0.76,0.72,0.76,0.72,0.8,0.76,0.72,0.76,0.72,0.72,0.76,0.76,0.84,0.8,0.72,0.76,0.72
17,dDTF,0.76,0.72,0.84,0.76,0.72,0.8,0.76,0.72,0.8,0.72,0.72,0.84,0.8,0.72,0.76,0.72,0.72,0.76,0.72,0.8,0.8,0.76,0.8,0.72,0.8,0.8,0.8,0.84,0.72,0.8,0.8,0.76,0.72,0.8,0.8,0.8,0.76,0.72,0.72,0.72,0.72,0.72,0.76,0.76,0.76,0.76,0.8,0.72,0.84,0.72
18,DTF,0.72,0.72,0.84,0.72,0.72,0.8,0.72,0.72,0.76,0.72,0.8,0.76,0.76,0.72,0.72,0.76,0.72,0.72,0.76,0.72,0.76,0.8,0.72,0.72,0.76,0.76,0.8,0.8,0.72,0.8,0.72,0.72,0.72,0.8,0.76,0.8,0.76,0.72,0.72,0.76,0.84,0.72,0.72,0.76,0.8,0.72,0.72,0.76,0.8,0.76
19,ffDTF,0.72,0.72,0.84,0.72,0.72,0.8,0.72,0.72,0.76,0.72,0.84,0.76,0.76,0.72,0.72,0.72,0.72,0.72,0.76,0.72,0.76,0.8,0.72,0.72,0.76,0.72,0.8,0.84,0.72,0.84,0.72,0.72,0.72,0.76,0.8,0.76,0.76,0.72,0.72,0.72,0.8,0.72,0.72,0.76,0.84,0.72,0.76,0.76,0.8,0.76
20,Genie,0.72,0.76,0.8,0.72,0.76,0.8,0.76,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.76,0.76,0.72,0.8,0.8,0.72,0.72,0.76,0.76,0.72,0.76,0.76,0.72,0.76,0.72,0.76,0.72,0.76,0.76,0.8,0.76,0.76,0.72,0.76,0.72,0.8,0.8,0.8,0.8,0.72,0.84,0.72,0.72,0.76,0.72,0.8
21,GGC,0.72,0.72,0.72,0.72,0.72,0.76,0.72,0.72,0.76,0.72,0.8,0.72,0.8,0.76,0.72,0.72,0.72,0.72,0.76,0.72,0.72,0.76,0.76,0.72,0.72,0.72,0.76,0.84,0.72,0.76,0.72,0.72,0.72,0.76,0.72,0.76,0.76,0.72,0.72,0.72,0.84,0.72,0.72,0.72,0.72,0.72,0.76,0.72,0.8,0.72
22,GPDC,0.8,0.72,0.76,0.84,0.72,0.76,0.72,0.72,0.72,0.72,0.72,0.76,0.76,0.72,0.76,0.72,0.72,0.72,0.76,0.72,0.72,0.8,0.76,0.76,0.76,0.76,0.72,0.72,0.72,0.76,0.8,0.76,0.8,0.76,0.8,0.72,0.72,0.72,0.76,0.72,0.84,0.72,0.76,0.76,0.72,0.8,0.72,0.84,0.8,0.72
23,hmvar,0.72,0.72,0.8,0.72,0.76,0.8,0.72,0.76,0.76,0.72,0.76,0.76,0.76,0.76,0.76,0.8,0.72,0.72,0.72,0.72,0.8,0.8,0.76,0.72,0.8,0.72,0.8,0.76,0.72,0.8,0.76,0.72,0.72,0.76,0.76,0.72,0.72,0.72,0.72,0.76,0.76,0.76,0.72,0.76,0.8,0.72,0.76,0.72,0.8,0.76
24,MVAR,0.76,0.72,0.76,0.84,0.76,0.84,0.72,0.72,0.8,0.72,0.8,0.84,0.8,0.72,0.76,0.76,0.72,0.8,0.72,0.72,0.76,0.88,0.72,0.72,0.8,0.8,0.72,0.76,0.72,0.76,0.72,0.76,0.72,0.76,0.72,0.76,0.8,0.76,0.72,0.72,0.72,0.72,0.76,0.76,0.76,0.72,0.76,0.8,0.84,0.76
25,oPDCF,0.72,0.72,0.84,0.76,0.72,0.84,0.72,0.72,0.72,0.72,0.76,0.76,0.84,0.72,0.72,0.72,0.72,0.72,0.76,0.72,0.76,0.8,0.72,0.76,0.76,0.8,0.72,0.72,0.72,0.8,0.76,0.76,0.72,0.76,0.76,0.72,0.72,0.72,0.72,0.72,0.84,0.72,0.72,0.76,0.72,0.8,0.72,0.76,0.8,0.72
26,pCOH1,0.76,0.84,0.76,0.84,0.76,0.84,0.76,0.84,0.84,0.92,0.76,0.76,0.76,1,0.84,0.76,0.76,0.92,0.76,0.84,0.76,0.76,0.84,0.84,0.76,0.84,0.76,0.84,0.84,0.76,0.76,0.76,0.84,0.76,0.84,0.76,0.84,0.76,0.76,0.76,0.84,0.84,0.84,0.76,0.84,0.92,0.76,0.84,0.76,0.84
