,Method_name,sim13Sub001,sim13Sub002,sim13Sub003,sim13Sub004,sim13Sub005,sim13Sub006,sim13Sub007,sim13Sub008,sim13Sub009,sim13Sub010,sim13Sub011,sim13Sub012,sim13Sub013,sim13Sub014,sim13Sub015,sim13Sub016,sim13Sub017,sim13Sub018,sim13Sub019,sim13Sub020,sim13Sub021,sim13Sub022,sim13Sub023,sim13Sub024,sim13Sub025,sim13Sub026,sim13Sub027,sim13Sub028,sim13Sub029,sim13Sub030,sim13Sub031,sim13Sub032,sim13Sub033,sim13Sub034,sim13Sub035,sim13Sub036,sim13Sub037,sim13Sub038,sim13Sub039,sim13Sub040,sim13Sub041,sim13Sub042,sim13Sub043,sim13Sub044,sim13Sub045,sim13Sub046,sim13Sub047,sim13Sub048,sim13Sub049,sim13Sub050
1,BCohF,0.84,0.84,0.84,0.92,0.76,0.68,1,0.92,0.92,1,0.76,0.92,0.84,0.84,0.92,0.92,0.92,0.84,1,0.84,0.68,0.76,0.76,0.92,0.76,0.68,0.92,0.84,1,0.68,0.76,0.84,0.84,0.84,0.84,0.76,0.84,0.84,0.92,1,0.92,0.92,0.84,0.92,0.92,0.76,0.84,1,1,1
2,BCorrU,0.68,0.92,0.76,0.84,0.84,0.76,0.84,0.84,0.84,0.92,0.76,0.92,0.92,1,0.92,0.84,1,0.76,0.92,0.84,0.76,0.68,0.92,0.76,0.84,0.68,0.92,0.6,1,0.76,0.76,0.76,0.92,0.92,0.68,0.84,0.76,0.68,0.76,0.92,0.84,0.84,0.84,0.84,0.84,0.76,0.76,0.76,0.92,0.92
3,BF_BCmean,0.76,0.8,0.72,0.8,0.92,0.76,0.76,0.8,0.84,0.88,0.8,0.8,0.84,0.8,0.8,0.76,0.92,0.8,0.8,0.8,0.72,0.84,0.8,0.76,0.8,0.68,0.8,0.68,0.88,0.68,0.72,0.76,0.88,0.84,0.76,0.76,0.8,0.76,0.8,0.88,0.76,0.84,0.8,0.76,0.8,0.72,0.72,0.84,0.92,0.8
4,BF_BCmedian,0.76,0.8,0.68,0.8,0.76,0.92,0.84,0.8,0.84,0.72,0.72,0.8,0.68,0.8,0.76,0.92,0.92,0.8,0.8,0.8,0.76,0.68,0.8,0.76,0.84,0.68,0.8,0.76,0.8,0.72,0.68,0.72,0.88,0.84,0.76,0.88,0.8,0.84,0.8,0.8,0.76,0.76,0.8,0.76,0.8,0.76,0.84,0.8,0.76,0.8
5,BF_PF_BCmean,0.76,0.8,0.72,0.8,0.92,0.84,0.84,0.8,0.84,0.88,0.8,0.8,0.84,0.8,0.8,0.84,0.92,0.8,0.88,0.8,0.72,0.84,0.8,0.76,0.8,0.76,0.8,0.68,0.88,0.68,0.72,0.76,0.8,0.84,0.76,0.76,0.8,0.84,0.8,0.88,0.76,0.84,0.8,0.76,0.8,0.72,0.76,0.84,0.92,0.8
6,BF_PF_BCmedian,0.76,0.72,0.68,0.8,0.68,0.84,0.84,0.88,0.84,0.72,0.72,0.8,0.68,0.8,0.76,0.84,0.84,0.8,0.76,0.8,0.72,0.68,0.8,0.84,0.76,0.68,0.8,0.76,0.8,0.76,0.72,0.84,0.8,0.84,0.8,0.8,0.8,0.76,0.8,0.8,0.76,0.76,0.8,0.8,0.8,0.68,0.84,0.8,0.76,0.8
7,BF_PFmean,0.76,0.76,0.76,0.8,0.76,0.76,0.84,0.8,0.84,0.88,0.8,0.8,0.84,0.8,0.8,0.84,0.84,0.8,0.88,0.8,0.72,0.84,0.8,0.84,0.8,0.76,0.8,0.76,0.88,0.68,0.72,0.76,0.8,0.8,0.76,0.76,0.8,0.84,0.8,0.88,0.76,0.84,0.8,0.8,0.8,0.72,0.76,0.84,0.92,0.84
8,BF_PFmedian,0.76,0.72,0.68,0.8,0.68,0.84,0.84,0.88,0.84,0.8,0.72,0.8,0.68,0.8,0.76,0.84,0.84,0.76,0.76,0.8,0.72,0.68,0.8,0.84,0.76,0.68,0.8,0.76,0.8,0.76,0.72,0.84,0.8,0.84,0.8,0.8,0.8,0.76,0.8,0.8,0.72,0.76,0.8,0.8,0.8,0.68,0.84,0.8,0.84,0.8
9,PCohF,0.84,0.92,0.84,0.92,0.76,0.76,0.92,0.84,0.92,1,0.76,0.92,0.84,0.84,0.92,0.92,0.92,0.84,1,0.84,0.76,0.76,0.76,1,0.76,0.68,0.92,0.84,1,0.68,0.68,0.84,0.84,0.84,0.84,0.76,0.76,0.84,0.92,1,0.84,0.84,0.92,0.92,0.92,0.76,0.84,1,1,1
10,PF_BCmean,0.76,0.8,0.72,0.8,0.92,0.84,0.76,0.8,0.84,0.88,0.8,0.8,0.84,0.8,0.8,0.76,0.92,0.8,0.8,0.8,0.72,0.84,0.8,0.76,0.8,0.76,0.8,0.68,0.88,0.68,0.72,0.76,0.88,0.84,0.76,0.76,0.8,0.84,0.8,0.88,0.76,0.84,0.8,0.76,0.8,0.72,0.72,0.84,0.92,0.8
11,PF_BCmedian,0.76,0.8,0.68,0.8,0.76,0.92,0.76,0.8,0.84,0.72,0.72,0.8,0.68,0.8,0.76,0.92,0.92,0.8,0.8,0.8,0.68,0.68,0.8,0.76,0.84,0.68,0.8,0.76,0.8,0.72,0.68,0.68,0.88,0.84,0.76,0.88,0.8,0.84,0.8,0.8,0.72,0.76,0.8,0.76,0.8,0.76,0.84,0.8,0.84,0.8
12,T_BCmean,0.8,0.8,0.76,0.88,0.8,0.76,0.88,0.8,0.8,0.92,0.84,0.92,0.8,0.84,0.88,0.8,0.88,0.92,0.88,0.88,0.8,0.76,0.88,0.8,0.84,0.84,0.8,0.72,0.92,0.76,0.76,0.84,0.84,0.84,0.8,0.84,0.8,0.72,0.96,0.8,0.76,0.88,0.96,0.84,0.92,0.76,0.72,0.92,0.84,0.92
13,T_BCmedian,0.76,0.76,0.76,0.84,0.76,0.76,0.88,0.8,0.84,0.8,0.84,0.92,0.8,0.84,0.88,0.8,0.88,0.96,0.88,0.88,0.8,0.76,0.84,0.84,0.88,0.8,0.84,0.72,0.92,0.76,0.72,0.8,0.84,0.84,0.8,0.84,0.84,0.72,0.96,0.8,0.76,0.84,0.96,0.84,0.96,0.76,0.76,0.88,0.8,0.92
14,T_BF_BCmean,0.76,0.8,0.76,0.88,0.8,0.76,0.88,0.8,0.84,0.92,0.84,0.92,0.8,0.88,0.88,0.8,0.88,0.92,0.88,0.88,0.8,0.76,0.84,0.8,0.88,0.84,0.84,0.72,0.92,0.76,0.76,0.84,0.84,0.84,0.8,0.84,0.8,0.72,0.96,0.8,0.76,0.88,0.92,0.84,0.92,0.76,0.72,0.92,0.84,0.92
15,T_BF_BCmedian,0.68,0.72,0.68,0.88,0.76,0.72,0.88,0.8,0.84,0.84,0.72,0.88,0.84,0.84,0.84,0.88,0.88,0.92,0.88,0.8,0.76,0.76,0.88,0.8,0.84,0.8,0.8,0.72,0.92,0.76,0.68,0.84,0.88,0.88,0.76,0.8,0.8,0.76,0.92,0.84,0.76,0.8,0.92,0.84,1,0.76,0.8,0.92,0.8,0.88
