,sim19Sub001,sim19Sub002,sim19Sub003,sim19Sub004,sim19Sub005,sim19Sub006,sim19Sub007,sim19Sub008,sim19Sub009,sim19Sub010,sim19Sub011,sim19Sub012,sim19Sub013,sim19Sub014,sim19Sub015,sim19Sub016,sim19Sub017,sim19Sub018,sim19Sub019,sim19Sub020,sim19Sub021,sim19Sub022,sim19Sub023,sim19Sub024,sim19Sub025,sim19Sub026,sim19Sub027,sim19Sub028,sim19Sub029,sim19Sub030,sim19Sub031,sim19Sub032,sim19Sub033,sim19Sub034,sim19Sub035,sim19Sub036,sim19Sub037,sim19Sub038,sim19Sub039,sim19Sub040,sim19Sub041,sim19Sub042,sim19Sub043,sim19Sub044,sim19Sub045,sim19Sub046,sim19Sub047,sim19Sub048,sim19Sub049,sim19Sub050
1,0.655,0.8,0.745,0.64,0.73,0.7725,0.8,0.75,0.7075,0.6675,0.71,0.7025,0.7075,0.6725,0.81,0.7075,0.7075,0.6125,0.71,0.81,0.6825,0.695,0.675,0.6375,0.76,0.76,0.71,0.8,0.7625,0.64,0.675,0.74,0.6825,0.685,0.675,0.6425,0.615,0.6175,0.6525,0.79,0.835,0.63,0.7875,0.6725,0.7025,0.74,0.7175,0.6675,0.825,0.7075
2,0.605,0.73,0.79,0.66,0.7875,0.8,0.8125,0.7425,0.73,0.6125,0.74,0.695,0.7175,0.735,0.86,0.6475,0.825,0.655,0.635,0.78,0.7225,0.7075,0.675,0.6425,0.755,0.725,0.74,0.845,0.7575,0.6425,0.695,0.755,0.6825,0.68,0.715,0.695,0.64,0.6175,0.66,0.8125,0.82,0.6275,0.7775,0.6825,0.7075,0.6825,0.74,0.6525,0.7825,0.7075
3,0.933333333333334,0.946666666666667,0.886666666666666,1,0.84,1,0.92,0.886666666666666,0.933333333333334,0.946666666666667,0.933333333333334,1,0.946666666666667,0.92,0.92,0.766666666666666,1,0.933333333333334,0.866666666666666,0.84,1,0.946666666666667,0.88,0.866666666666666,0.826666666666666,0.886666666666666,1,1,0.933333333333334,0.946666666666667,0.86,1,0.926666666666667,0.84,1,0.92,0.92,1,1,0.893333333333334,1,0.793333333333333,0.906666666666667,0.866666666666666,0.833333333333333,0.92,0.946666666666667,0.953333333333334,0.893333333333334,0.933333333333334
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.7925,0.795,0.7225,0.855,0.775,0.82,0.77,0.7775,0.745,0.86,0.7975,0.8975,0.805,0.78,0.7675,0.735,0.7775,0.7525,0.815,0.765,0.8875,0.8325,0.745,0.825,0.7925,0.815,0.84,0.8,0.835,0.8125,0.8625,0.84,0.8075,0.7875,0.845,0.79,0.8725,0.825,0.865,0.8075,0.8475,0.82,0.8225,0.7725,0.775,0.895,0.8,0.8,0.775,0.82
6,0.773333333333333,0.82,0.813333333333333,0.86,0.773333333333333,0.893333333333334,0.84,0.853333333333333,0.84,1,0.873333333333334,0.953333333333334,0.953333333333334,0.78,0.826666666666666,0.713333333333334,0.953333333333334,0.813333333333333,0.893333333333334,0.786666666666667,0.94,0.933333333333334,0.78,0.9,0.826666666666666,0.873333333333334,0.906666666666667,0.953333333333334,0.92,0.926666666666667,0.933333333333334,0.866666666666666,0.846666666666666,0.8,1,0.826666666666666,0.866666666666666,0.853333333333333,0.926666666666667,0.913333333333334,0.9,0.84,0.913333333333334,0.833333333333333,0.786666666666667,1,0.886666666666666,0.84,0.84,0.84
7,0.645,0.8,0.6725,0.8275,0.74,0.855,0.675,0.8125,0.7075,0.855,0.7775,0.8425,0.8025,0.785,0.8075,0.7725,0.755,0.6825,0.7625,0.8125,0.775,0.8125,0.7575,0.75,0.8725,0.755,0.73,0.81,0.7475,0.8,0.7225,0.745,0.8525,0.7475,0.72,0.7,0.7675,0.7925,0.9025,0.6975,0.79,0.7425,0.7375,0.645,0.74,0.7525,0.7825,0.8125,0.8275,0.7275
8,0.786666666666667,0.766666666666666,0.773333333333333,0.84,0.773333333333333,0.853333333333333,0.84,0.866666666666666,0.913333333333334,0.78,0.88,0.853333333333333,0.94,0.853333333333333,0.76,0.726666666666667,0.873333333333334,0.82,0.84,0.86,0.9,0.913333333333334,0.686666666666667,0.84,0.893333333333334,0.853333333333333,0.886666666666666,0.953333333333334,0.866666666666666,0.926666666666667,0.8,0.806666666666667,0.82,0.686666666666667,0.913333333333334,0.866666666666666,0.773333333333333,0.78,0.906666666666667,0.84,0.846666666666666,0.833333333333333,0.946666666666667,0.846666666666666,0.746666666666666,1,0.873333333333334,0.813333333333333,0.76,0.786666666666667
9,0.7625,0.735,0.7125,0.8875,0.7625,0.78,0.7275,0.7675,0.81,0.815,0.75,0.8775,0.795,0.725,0.7825,0.77,0.745,0.7675,0.785,0.805,0.81,0.77,0.7275,0.79,0.8175,0.7075,0.7875,0.8,0.8575,0.7575,0.7825,0.8,0.795,0.7225,0.76,0.73,0.755,0.785,0.77,0.7425,0.745,0.8,0.775,0.775,0.715,0.86,0.825,0.8425,0.6925,0.755
10,0.7475,0.7175,0.71,0.89,0.74,0.77,0.72,0.7575,0.835,0.8075,0.7425,0.8775,0.8025,0.725,0.7675,0.765,0.7625,0.76,0.7975,0.805,0.8525,0.7975,0.7225,0.8175,0.7675,0.715,0.77,0.7975,0.8575,0.7925,0.7875,0.7925,0.8025,0.7225,0.7725,0.74,0.755,0.7775,0.7575,0.74,0.715,0.8225,0.7725,0.7825,0.7225,0.87,0.8025,0.805,0.69,0.75
