,sim19Sub001,sim19Sub002,sim19Sub003,sim19Sub004,sim19Sub005,sim19Sub006,sim19Sub007,sim19Sub008,sim19Sub009,sim19Sub010,sim19Sub011,sim19Sub012,sim19Sub013,sim19Sub014,sim19Sub015,sim19Sub016,sim19Sub017,sim19Sub018,sim19Sub019,sim19Sub020,sim19Sub021,sim19Sub022,sim19Sub023,sim19Sub024,sim19Sub025,sim19Sub026,sim19Sub027,sim19Sub028,sim19Sub029,sim19Sub030,sim19Sub031,sim19Sub032,sim19Sub033,sim19Sub034,sim19Sub035,sim19Sub036,sim19Sub037,sim19Sub038,sim19Sub039,sim19Sub040,sim19Sub041,sim19Sub042,sim19Sub043,sim19Sub044,sim19Sub045,sim19Sub046,sim19Sub047,sim19Sub048,sim19Sub049,sim19Sub050
1,0.928,0.936,0.868,1,0.84,1,0.92,0.868,0.928,0.936,0.928,1,0.936,0.92,0.92,0.764,1,0.928,0.856,0.84,1,0.936,0.864,0.856,0.832,0.868,1,1,0.928,0.936,0.852,1,0.924,0.84,1,0.92,0.92,1,1,0.904,1,0.78,0.912,0.856,0.836,0.92,0.936,0.94,0.904,0.928
2,0.768,0.796,0.792,0.852,0.768,0.904,0.84,0.848,0.84,1,0.86,0.94,0.94,0.772,0.832,0.7,0.94,0.824,0.904,0.776,0.932,0.928,0.772,0.908,0.832,0.86,0.912,0.94,0.92,0.924,0.928,0.856,0.844,0.816,1,0.832,0.856,0.848,0.924,0.916,0.908,0.84,0.916,0.836,0.776,1,0.868,0.84,0.84,0.84
3,0.828,0.84,0.831,0.846,0.8175,0.8355,0.8205,0.84,0.825,0.846,0.846,0.852,0.852,0.816,0.828,0.807,0.852,0.828,0.837,0.819,0.852,0.843,0.825,0.8295,0.81,0.831,0.846,0.855,0.837,0.8535,0.834,0.849,0.831,0.8175,0.8535,0.8295,0.834,0.837,0.8415,0.831,0.852,0.816,0.8295,0.8385,0.819,0.837,0.843,0.8415,0.8235,0.84
4,0.768,0.822,0.798,0.7995,0.75,0.768,0.846,0.807,0.798,0.777,0.789,0.81,0.7385,0.78,0.783,0.852,0.7445,0.828,0.819,0.798,0.792,0.795,0.7625,0.7565,0.81,0.798,0.81,0.7445,0.8145,0.81,0.801,0.804,0.768,0.798,0.81,0.7685,0.825,0.837,0.7655,0.7505,0.804,0.7995,0.798,0.786,0.8055,0.7745,0.816,0.798,0.7565,0.7325
5,0.843,0.846,0.837,0.852,0.8175,0.843,0.831,0.84,0.834,0.849,0.8505,0.849,0.852,0.834,0.831,0.807,0.852,0.828,0.84,0.822,0.852,0.846,0.834,0.828,0.816,0.846,0.852,0.855,0.84,0.8535,0.837,0.852,0.834,0.816,0.8535,0.8385,0.834,0.843,0.852,0.828,0.852,0.822,0.8355,0.834,0.822,0.84,0.846,0.8135,0.822,0.852
6,0.774,0.84,0.798,0.7965,0.744,0.7325,0.822,0.81,0.7535,0.768,0.774,0.813,0.7385,0.78,0.765,0.834,0.7355,0.825,0.798,0.816,0.78,0.7565,0.774,0.81,0.804,0.822,0.792,0.7355,0.81,0.792,0.78,0.7655,0.7145,0.795,0.7805,0.7805,0.828,0.831,0.7745,0.7505,0.819,0.801,0.792,0.7565,0.798,0.7745,0.78,0.801,0.7565,0.7325
7,0.84,0.8165,0.837,0.852,0.8235,0.852,0.843,0.84,0.84,0.849,0.849,0.852,0.852,0.837,0.834,0.81,0.8225,0.834,0.828,0.816,0.852,0.8475,0.84,0.828,0.819,0.846,0.852,0.852,0.84,0.8475,0.828,0.852,0.84,0.813,0.852,0.834,0.834,0.8535,0.852,0.7865,0.852,0.828,0.8355,0.8355,0.816,0.831,0.852,0.852,0.822,0.852
8,0.774,0.84,0.81,0.795,0.762,0.7445,0.825,0.822,0.7565,0.774,0.783,0.819,0.774,0.774,0.78,0.834,0.7385,0.81,0.798,0.822,0.7505,0.792,0.792,0.7745,0.816,0.822,0.792,0.7415,0.819,0.798,0.774,0.792,0.7205,0.774,0.816,0.7745,0.831,0.834,0.7745,0.7565,0.816,0.816,0.81,0.7385,0.798,0.795,0.786,0.786,0.7505,0.7325
9,0.94,0.94,0.932,0.932,0.904,1,1,0.94,0.928,1,1,0.936,1,0.94,0.92,0.78,0.936,0.86,0.856,0.84,1,0.936,0.92,0.928,0.856,0.94,1,1,0.924,0.932,0.848,1,1,0.824,0.94,0.928,0.936,1,1,0.776,1,0.86,0.936,0.912,0.784,0.86,1,0.928,0.904,1
10,0.837,0.843,0.837,0.84,0.816,0.8355,0.834,0.84,0.828,0.852,0.8535,0.849,0.852,0.831,0.822,0.804,0.852,0.828,0.828,0.819,0.8225,0.846,0.822,0.822,0.813,0.843,0.852,0.855,0.84,0.8505,0.84,0.846,0.8355,0.807,0.852,0.831,0.846,0.8325,0.849,0.834,0.852,0.825,0.8385,0.828,0.816,0.846,0.846,0.822,0.822,0.846
