,sim10Sub001,sim10Sub002,sim10Sub003,sim10Sub004,sim10Sub005,sim10Sub006,sim10Sub007,sim10Sub008,sim10Sub009,sim10Sub010,sim10Sub011,sim10Sub012,sim10Sub013,sim10Sub014,sim10Sub015,sim10Sub016,sim10Sub017,sim10Sub018,sim10Sub019,sim10Sub020,sim10Sub021,sim10Sub022,sim10Sub023,sim10Sub024,sim10Sub025,sim10Sub026,sim10Sub027,sim10Sub028,sim10Sub029,sim10Sub030,sim10Sub031,sim10Sub032,sim10Sub033,sim10Sub034,sim10Sub035,sim10Sub036,sim10Sub037,sim10Sub038,sim10Sub039,sim10Sub040,sim10Sub041,sim10Sub042,sim10Sub043,sim10Sub044,sim10Sub045,sim10Sub046,sim10Sub047,sim10Sub048,sim10Sub049,sim10Sub050
1,1,1,0.936,1,0.936,0.936,1,0.84,0.824,1,1,0.928,0.92,1,0.932,1,0.928,0.932,0.932,0.92,0.844,0.856,0.904,0.864,1,0.94,0.868,1,0.94,0.924,0.86,0.92,0.852,1,0.844,1,0.772,0.936,0.932,0.936,1,1,0.916,0.844,0.852,0.832,0.928,0.848,1,0.936
2,0.932,0.94,0.928,1,0.92,0.932,1,0.86,0.92,0.928,0.936,1,0.856,0.932,0.912,1,0.928,0.936,0.94,0.92,0.92,0.84,0.908,0.928,1,0.856,1,1,0.928,0.848,0.932,0.932,0.78,0.856,0.904,1,0.84,1,1,1,1,1,1,0.928,0.856,0.832,1,0.928,0.936,0.928
3,0.852,0.852,0.84,0.852,0.846,0.846,0.852,0.828,0.828,0.846,0.852,0.852,0.828,0.852,0.846,0.852,0.84,0.846,0.846,0.834,0.822,0.816,0.822,0.837,0.852,0.834,0.846,0.852,0.849,0.837,0.84,0.84,0.825,0.846,0.822,0.852,0.816,0.846,0.846,0.852,0.852,0.852,0.846,0.831,0.831,0.816,0.8535,0.834,0.852,0.852
4,0.852,0.819,0.828,0.834,0.7925,0.84,0.7595,0.816,0.822,0.789,0.828,0.8235,0.825,0.822,0.834,0.852,0.834,0.801,0.822,0.822,0.828,0.84,0.825,0.816,0.837,0.816,0.852,0.81,0.813,0.816,0.786,0.834,0.801,0.834,0.837,0.852,0.84,0.84,0.822,0.84,0.81,0.81,0.7925,0.7565,0.804,0.804,0.834,0.816,0.834,0.828
5,0.852,0.852,0.84,0.852,0.843,0.846,0.852,0.825,0.822,0.846,0.852,0.852,0.831,0.8535,0.846,0.852,0.84,0.846,0.846,0.843,0.834,0.816,0.822,0.837,0.852,0.843,0.846,0.8225,0.852,0.84,0.852,0.84,0.828,0.846,0.822,0.852,0.828,0.846,0.846,0.849,0.852,0.852,0.8475,0.81,0.828,0.81,0.8535,0.834,0.8535,0.852
6,0.852,0.834,0.8475,0.834,0.7925,0.84,0.7475,0.822,0.798,0.7845,0.828,0.816,0.822,0.828,0.834,0.834,0.825,0.7595,0.831,0.822,0.822,0.816,0.819,0.822,0.822,0.807,0.852,0.846,0.807,0.822,0.795,0.8355,0.81,0.846,0.828,0.852,0.837,0.834,0.8235,0.825,0.804,0.816,0.7805,0.7205,0.816,0.801,0.828,0.81,0.828,0.825
7,0.852,0.8535,0.843,0.852,0.846,0.846,0.852,0.7985,0.804,0.852,0.852,0.846,0.834,0.8225,0.8475,0.852,0.84,0.846,0.846,0.846,0.828,0.828,0.822,0.834,0.8225,0.846,0.846,0.8225,0.852,0.84,0.852,0.834,0.834,0.8225,0.822,0.852,0.828,0.846,0.846,0.846,0.852,0.852,0.828,0.81,0.822,0.81,0.84,0.822,0.852,0.846
8,0.852,0.7985,0.846,0.837,0.7925,0.846,0.7565,0.834,0.804,0.7815,0.84,0.822,0.822,0.822,0.846,0.834,0.831,0.792,0.834,0.819,0.84,0.816,0.816,0.822,0.822,0.792,0.852,0.846,0.807,0.819,0.798,0.834,0.822,0.852,0.84,0.852,0.843,0.828,0.84,0.822,0.81,0.822,0.7805,0.7265,0.816,0.807,0.822,0.81,0.825,0.813
9,1,1,0.864,1,0.928,0.936,1,0.856,0.832,1,1,1,0.936,1,0.936,1,0.936,0.936,1,1,0.856,0.92,0.932,0.928,0.928,0.936,0.936,1,1,0.864,1,0.92,0.928,1,0.928,1,0.928,0.936,0.932,0.936,1,1,0.912,0.78,0.848,0.84,0.928,0.848,1,0.936
10,0.852,0.852,0.84,0.852,0.84,0.846,0.852,0.834,0.828,0.846,0.852,0.852,0.834,0.852,0.846,0.852,0.843,0.846,0.852,0.846,0.834,0.819,0.831,0.84,0.852,0.837,0.849,0.852,0.846,0.834,0.852,0.84,0.822,0.846,0.822,0.852,0.831,0.849,0.846,0.852,0.852,0.852,0.846,0.822,0.828,0.816,0.852,0.834,0.8535,0.852
