,sim7Sub001,sim7Sub002,sim7Sub003,sim7Sub004,sim7Sub005,sim7Sub006,sim7Sub007,sim7Sub008,sim7Sub009,sim7Sub010,sim7Sub011,sim7Sub012,sim7Sub013,sim7Sub014,sim7Sub015,sim7Sub016,sim7Sub017,sim7Sub018,sim7Sub019,sim7Sub020,sim7Sub021,sim7Sub022,sim7Sub023,sim7Sub024,sim7Sub025,sim7Sub026,sim7Sub027,sim7Sub028,sim7Sub029,sim7Sub030,sim7Sub031,sim7Sub032,sim7Sub033,sim7Sub034,sim7Sub035,sim7Sub036,sim7Sub037,sim7Sub038,sim7Sub039,sim7Sub040,sim7Sub041,sim7Sub042,sim7Sub043,sim7Sub044,sim7Sub045,sim7Sub046,sim7Sub047,sim7Sub048,sim7Sub049,sim7Sub050
1,1,1,1,1,0.928,1,1,1,1,0.932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.936,1,1,0.936,1,1,1,1,1,1,1,1,1,1,1,1,0.936,1,1
2,1,1,1,0.94,0.932,1,0.932,1,1,0.936,0.936,1,0.936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,1,1,1,0.92,1,1,0.936,1,1,1,0.94,1,1,1,1,1,0.94,1,1
3,0.852,0.852,0.852,0.852,0.843,0.852,0.852,0.852,0.852,0.849,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.84,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.846,0.852,0.852
4,0.798,0.7805,0.81,0.792,0.828,0.831,0.795,0.7505,0.7655,0.807,0.81,0.7415,0.801,0.807,0.81,0.816,0.84,0.795,0.822,0.804,0.84,0.804,0.816,0.792,0.7925,0.8355,0.798,0.831,0.756,0.798,0.81,0.7385,0.81,0.7445,0.801,0.795,0.756,0.837,0.81,0.774,0.801,0.798,0.834,0.828,0.768,0.822,0.8175,0.777,0.801,0.81
5,0.852,0.852,0.852,0.852,0.843,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.8535,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.84,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.8225,0.852,0.852,0.852,0.852
6,0.81,0.7925,0.798,0.7745,0.822,0.816,0.828,0.7145,0.819,0.816,0.816,0.7415,0.798,0.807,0.834,0.819,0.834,0.822,0.8115,0.804,0.828,0.816,0.81,0.816,0.828,0.837,0.7565,0.813,0.786,0.792,0.819,0.7505,0.798,0.762,0.81,0.774,0.798,0.816,0.813,0.753,0.798,0.798,0.81,0.822,0.771,0.822,0.84,0.81,0.816,0.825
7,0.852,0.852,0.852,0.852,0.846,0.852,0.852,0.852,0.852,0.8225,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.8225,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.8535,0.849,0.852,0.852
8,0.81,0.7925,0.798,0.7685,0.828,0.825,0.825,0.7145,0.816,0.816,0.7805,0.7445,0.798,0.81,0.834,0.828,0.84,0.828,0.81,0.804,0.828,0.816,0.807,0.819,0.828,0.84,0.7445,0.822,0.792,0.792,0.834,0.7625,0.807,0.762,0.81,0.78,0.798,0.816,0.81,0.75,0.798,0.804,0.816,0.834,0.753,0.822,0.84,0.81,0.81,0.7985
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,0.852,0.852,0.852,0.852,0.849,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.8225,0.852,0.852,0.852,0.8535,0.852,0.852,0.852,0.8225,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.84,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.8535,0.852,0.852,0.852,0.852,0.852
