,Method_name,sim27Sub001,sim27Sub002,sim27Sub003,sim27Sub004,sim27Sub005,sim27Sub006,sim27Sub007,sim27Sub008,sim27Sub009,sim27Sub010,sim27Sub011,sim27Sub012,sim27Sub013,sim27Sub014,sim27Sub015,sim27Sub016,sim27Sub017,sim27Sub018,sim27Sub019,sim27Sub020,sim27Sub021,sim27Sub022,sim27Sub023,sim27Sub024,sim27Sub025,sim27Sub026,sim27Sub027,sim27Sub028,sim27Sub029,sim27Sub030,sim27Sub031,sim27Sub032,sim27Sub033,sim27Sub034,sim27Sub035,sim27Sub036,sim27Sub037,sim27Sub038,sim27Sub039,sim27Sub040,sim27Sub041,sim27Sub042,sim27Sub043,sim27Sub044,sim27Sub045,sim27Sub046,sim27Sub047,sim27Sub048,sim27Sub049,sim27Sub050
1,Af,0.88,0.84,0.8,0.8,0.8,0.8,0.8,0.92,0.84,0.8,0.8,0.8,0.84,0.84,0.84,0.88,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.92,0.8,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8
2,AS,0.88,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.88,0.8,0.84,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8
3,BCohF,0.76,0.92,0.84,0.84,0.84,0.76,1,0.92,0.92,0.84,0.92,0.84,0.76,0.84,0.92,0.92,0.84,0.76,0.76,0.84,0.84,1,0.84,1,0.84,0.92,0.76,0.92,0.84,0.92,0.84,0.84,0.92,0.92,0.84,0.92,0.84,0.84,0.92,0.76,0.84,0.92,0.92,0.92,0.84,0.84,0.92,0.92,0.84,0.92
4,BCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BCorrD,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84
6,BCorrU,0.76,0.84,0.84,0.84,0.92,0.76,0.92,0.92,0.84,0.76,1,0.84,0.76,0.84,0.84,0.92,0.84,0.84,0.76,0.76,0.84,0.92,0.68,0.84,0.76,0.92,0.76,0.76,0.84,0.84,0.92,0.68,0.84,0.92,0.84,0.84,0.68,0.92,0.92,0.76,0.84,0.92,0.84,0.92,0.92,0.84,1,0.76,0.84,0.84
7,BH2D,0.8,0.8,0.8,0.8,0.8,0.84,0.88,0.8,0.84,0.8,0.8,0.8,0.88,0.84,0.88,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.88,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8
8,BH2U,0.76,0.76,0.84,1,0.76,0.76,0.92,0.92,0.6,0.92,0.76,0.84,0.76,0.68,0.92,0.84,0.68,0.68,0.76,0.76,0.76,0.84,0.76,0.76,0.6,1,0.68,0.84,0.84,0.76,0.76,0.68,0.68,0.92,0.68,0.84,0.76,0.76,1,0.76,0.92,0.92,0.76,0.84,0.84,0.76,0.84,0.84,0.76,0.6
9,BMITD1,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.88,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.88,0.8,0.84,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.8
10,BMITD2,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.8,0.84,0.8,0.84,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.88,0.8,0.84,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.8
