,sim26Sub001,sim26Sub002,sim26Sub003,sim26Sub004,sim26Sub005,sim26Sub006,sim26Sub007,sim26Sub008,sim26Sub009,sim26Sub010,sim26Sub011,sim26Sub012,sim26Sub013,sim26Sub014,sim26Sub015,sim26Sub016,sim26Sub017,sim26Sub018,sim26Sub019,sim26Sub020,sim26Sub021,sim26Sub022,sim26Sub023,sim26Sub024,sim26Sub025,sim26Sub026,sim26Sub027,sim26Sub028,sim26Sub029,sim26Sub030,sim26Sub031,sim26Sub032,sim26Sub033,sim26Sub034,sim26Sub035,sim26Sub036,sim26Sub037,sim26Sub038,sim26Sub039,sim26Sub040,sim26Sub041,sim26Sub042,sim26Sub043,sim26Sub044,sim26Sub045,sim26Sub046,sim26Sub047,sim26Sub048,sim26Sub049,sim26Sub050
1,0.688,0.912,0.82,0.768,0.848,0.848,0.936,1,0.84,0.852,0.856,0.904,0.824,0.744,0.768,0.912,0.768,0.768,0.736,0.768,0.664,0.912,0.864,0.864,0.84,0.856,0.812,0.848,0.768,0.856,0.848,0.748,0.856,0.84,0.832,0.864,0.772,0.836,0.84,0.76,0.684,0.788,0.848,0.856,0.848,0.92,0.856,0.848,0.772,0.916
2,0.688,0.832,0.808,0.764,0.788,0.776,0.912,0.928,0.84,0.756,0.836,0.752,0.904,0.848,0.768,0.752,0.912,0.828,0.648,0.76,0.584,0.844,0.736,0.728,0.684,0.84,0.72,0.912,0.928,0.84,0.74,0.66,0.92,0.672,0.832,0.928,0.84,0.856,0.788,0.768,0.744,0.856,0.832,0.848,1,0.736,0.92,0.776,0.768,0.764
3,0.78,0.822,0.792,0.804,0.816,0.81,0.828,0.846,0.819,0.801,0.828,0.804,0.813,0.804,0.807,0.81,0.816,0.804,0.771,0.798,0.7265,0.828,0.798,0.804,0.816,0.822,0.78,0.837,0.831,0.822,0.801,0.789,0.834,0.804,0.7775,0.834,0.828,0.825,0.822,0.81,0.7565,0.828,0.81,0.834,0.84,0.81,0.84,0.813,0.798,0.822
4,0.78,0.822,0.792,0.804,0.816,0.81,0.828,0.846,0.819,0.801,0.828,0.804,0.813,0.804,0.807,0.81,0.816,0.804,0.771,0.798,0.7265,0.828,0.798,0.804,0.816,0.822,0.78,0.837,0.831,0.822,0.801,0.789,0.834,0.804,0.7775,0.834,0.828,0.825,0.822,0.81,0.7565,0.828,0.81,0.834,0.84,0.81,0.84,0.813,0.798,0.822
5,0.786,0.825,0.792,0.81,0.828,0.816,0.828,0.852,0.825,0.807,0.828,0.801,0.816,0.792,0.804,0.819,0.813,0.804,0.768,0.804,0.7355,0.828,0.804,0.816,0.822,0.822,0.789,0.84,0.828,0.837,0.807,0.801,0.834,0.81,0.7685,0.834,0.819,0.828,0.822,0.81,0.7505,0.831,0.81,0.8355,0.7985,0.828,0.834,0.816,0.792,0.822
6,0.786,0.828,0.798,0.804,0.822,0.822,0.846,0.852,0.816,0.825,0.828,0.822,0.7745,0.786,0.801,0.828,0.804,0.804,0.78,0.804,0.7385,0.828,0.834,0.834,0.816,0.822,0.795,0.822,0.804,0.828,0.822,0.789,0.822,0.7865,0.7805,0.834,0.807,0.813,0.816,0.798,0.7535,0.819,0.828,0.822,0.816,0.834,0.828,0.822,0.807,0.831
7,0.792,0.828,0.795,0.8115,0.828,0.822,0.846,0.852,0.822,0.828,0.828,0.822,0.7745,0.792,0.801,0.828,0.807,0.801,0.777,0.81,0.7445,0.828,0.837,0.8135,0.816,0.828,0.795,0.825,0.801,0.825,0.822,0.804,0.822,0.7865,0.7745,0.831,0.816,0.81,0.825,0.804,0.7445,0.84,0.828,0.828,0.7835,0.84,0.828,0.7985,0.807,0.843
8,0.792,0.828,0.795,0.8115,0.828,0.822,0.846,0.852,0.822,0.828,0.828,0.822,0.7745,0.792,0.801,0.828,0.807,0.801,0.777,0.81,0.7445,0.828,0.837,0.8135,0.816,0.828,0.795,0.825,0.801,0.825,0.822,0.804,0.822,0.7865,0.7745,0.831,0.816,0.81,0.825,0.804,0.7445,0.84,0.828,0.828,0.7835,0.84,0.828,0.7985,0.807,0.843
9,0.752,0.92,0.808,0.776,0.856,0.852,0.936,1,0.848,0.852,0.852,0.908,0.828,0.752,0.764,0.912,0.78,0.752,0.672,0.84,0.744,0.912,0.928,0.928,0.84,0.848,0.816,0.852,0.756,0.848,0.848,0.824,0.84,0.84,0.752,0.864,0.836,0.832,0.848,0.772,0.736,1,0.864,0.848,0.832,0.936,0.864,0.864,0.76,0.932
10,0.783,0.822,0.792,0.81,0.825,0.81,0.828,0.852,0.819,0.7715,0.834,0.804,0.81,0.795,0.807,0.816,0.819,0.804,0.762,0.813,0.7325,0.828,0.804,0.7715,0.822,0.822,0.786,0.84,0.834,0.825,0.804,0.798,0.834,0.798,0.804,0.834,0.825,0.831,0.822,0.81,0.7505,0.831,0.81,0.834,0.84,0.81,0.84,0.813,0.798,0.822
11,0.783,0.822,0.792,0.81,0.825,0.81,0.828,0.852,0.819,0.801,0.834,0.804,0.81,0.795,0.807,0.816,0.819,0.804,0.762,0.813,0.7325,0.828,0.804,0.7715,0.822,0.822,0.786,0.84,0.834,0.825,0.804,0.798,0.834,0.798,0.804,0.834,0.825,0.831,0.822,0.81,0.7505,0.831,0.81,0.834,0.84,0.81,0.84,0.813,0.798,0.822
12,0.807,0.914,0.875,0.8785,0.8635,0.966,0.899,1,0.911,0.9305,0.917,0.8455,0.905,0.883,0.874,0.84,0.862,0.8635,0.834,0.8795,0.779,0.892,0.911,0.8725,0.831,0.963,0.8845,0.908,0.9215,0.9215,0.871,0.871,0.905,0.8755,0.8875,0.862,0.868,0.929,0.963,0.9645,0.758,1,0.89,0.855,1,0.96,0.966,0.926,0.932,0.8995
