,sim1Sub001,sim1Sub002,sim1Sub003,sim1Sub004,sim1Sub005,sim1Sub006,sim1Sub007,sim1Sub008,sim1Sub009,sim1Sub010,sim1Sub011,sim1Sub012,sim1Sub013,sim1Sub014,sim1Sub015,sim1Sub016,sim1Sub017,sim1Sub018,sim1Sub019,sim1Sub020,sim1Sub021,sim1Sub022,sim1Sub023,sim1Sub024,sim1Sub025,sim1Sub026,sim1Sub027,sim1Sub028,sim1Sub029,sim1Sub030,sim1Sub031,sim1Sub032,sim1Sub033,sim1Sub034,sim1Sub035,sim1Sub036,sim1Sub037,sim1Sub038,sim1Sub039,sim1Sub040,sim1Sub041,sim1Sub042,sim1Sub043,sim1Sub044,sim1Sub045,sim1Sub046,sim1Sub047,sim1Sub048,sim1Sub049,sim1Sub050
1,0.928,1,0.928,1,0.936,0.928,1,0.848,0.808,1,1,0.928,0.92,0.936,0.928,0.928,0.928,0.936,1,0.868,0.78,0.764,0.844,0.928,0.928,0.916,0.864,1,0.936,0.84,0.832,0.928,0.86,0.94,0.904,1,0.84,0.936,0.932,0.932,1,1,0.912,0.856,0.912,0.84,0.936,0.856,0.932,0.928
2,0.84,0.936,0.932,0.848,0.936,0.92,1,0.756,0.92,1,0.924,0.928,1,0.92,0.904,0.932,0.92,0.928,0.856,0.92,0.676,0.764,0.764,0.84,0.912,0.76,1,0.936,0.928,0.848,0.84,0.928,0.784,0.936,0.92,0.92,0.848,0.92,0.828,0.932,1,0.928,0.836,0.784,0.784,0.76,0.912,0.848,0.928,0.856
3,0.828,0.852,0.8415,0.84,0.846,0.834,0.852,0.81,0.828,0.852,0.852,0.834,0.849,0.846,0.822,0.846,0.834,0.849,0.843,0.837,0.795,0.816,0.81,0.837,0.834,0.804,0.852,0.852,0.84,0.816,0.81,0.843,0.825,0.846,0.828,0.846,0.828,0.8475,0.831,0.846,0.852,0.852,0.825,0.816,0.828,0.804,0.843,0.828,0.846,0.846
4,0.831,0.813,0.828,0.813,0.828,0.846,0.819,0.828,0.768,0.777,0.804,0.813,0.8115,0.816,0.828,0.84,0.852,0.816,0.798,0.816,0.792,0.81,0.816,0.81,0.846,0.7535,0.846,0.831,0.783,0.786,0.774,0.81,0.792,0.831,0.798,0.828,0.834,0.819,0.834,0.828,0.807,0.798,0.7565,0.7505,0.807,0.807,0.822,0.81,0.828,0.84
5,0.831,0.852,0.84,0.846,0.846,0.84,0.852,0.816,0.822,0.852,0.8225,0.837,0.846,0.846,0.84,0.846,0.834,0.846,0.8475,0.84,0.801,0.813,0.813,0.84,0.846,0.81,0.852,0.852,0.84,0.816,0.816,0.843,0.834,0.852,0.822,0.852,0.831,0.846,0.84,0.843,0.8225,0.852,0.828,0.8205,0.828,0.81,0.846,0.822,0.852,0.84
6,0.834,0.834,0.834,0.819,0.822,0.852,0.774,0.813,0.774,0.777,0.816,0.816,0.801,0.822,0.828,0.804,0.819,0.804,0.81,0.822,0.798,0.78,0.792,0.801,0.84,0.81,0.852,0.852,0.789,0.816,0.78,0.813,0.81,0.8105,0.807,0.852,0.828,0.816,0.831,0.822,0.804,0.816,0.7715,0.756,0.804,0.807,0.822,0.807,0.825,0.81
7,0.84,0.852,0.84,0.852,0.846,0.84,0.852,0.822,0.792,0.852,0.852,0.84,0.84,0.852,0.846,0.84,0.84,0.846,0.852,0.84,0.822,0.81,0.813,0.84,0.84,0.834,0.84,0.852,0.84,0.816,0.819,0.84,0.84,0.852,0.822,0.852,0.831,0.846,0.8165,0.84,0.8225,0.852,0.828,0.828,0.828,0.816,0.849,0.816,0.846,0.84
8,0.84,0.825,0.834,0.816,0.822,0.852,0.774,0.819,0.768,0.777,0.828,0.816,0.798,0.816,0.84,0.807,0.8045,0.81,0.816,0.828,0.804,0.789,0.792,0.798,0.84,0.801,0.852,0.852,0.786,0.7805,0.78,0.7895,0.816,0.8105,0.81,0.852,0.831,0.816,0.846,0.816,0.7805,0.813,0.7655,0.756,0.798,0.798,0.8235,0.807,0.825,0.81
9,1,1,0.864,1,0.936,0.928,1,0.852,0.808,1,1,0.936,0.932,1,1,0.928,0.92,0.936,1,0.936,0.848,0.84,0.84,0.928,0.932,0.916,0.928,1,0.92,0.852,0.856,0.932,1,1,0.904,1,0.864,0.936,0.932,0.928,1,1,0.912,0.856,0.912,0.832,0.936,0.84,0.928,0.928
10,0.834,0.852,0.8475,0.837,0.846,0.834,0.852,0.813,0.828,0.852,0.852,0.84,0.852,0.846,0.837,0.849,0.834,0.852,0.84,0.84,0.804,0.81,0.81,0.84,0.846,0.807,0.852,0.852,0.84,0.816,0.816,0.846,0.831,0.852,0.825,0.846,0.831,0.846,0.8045,0.843,0.8225,0.852,0.825,0.8175,0.822,0.804,0.843,0.822,0.846,0.846
11,0.84,0.813,0.822,0.81,0.831,0.846,0.813,0.822,0.771,0.774,0.81,0.81,0.81,0.816,0.846,0.84,0.8225,0.822,0.804,0.822,0.789,0.798,0.816,0.81,0.846,0.7445,0.849,0.831,0.78,0.7505,0.774,0.81,0.825,0.828,0.81,0.816,0.834,0.816,0.8325,0.828,0.7835,0.792,0.7595,0.7385,0.807,0.807,0.822,0.804,0.822,0.837
12,1,0.966,1,0.9705,1,0.963,0.963,0.935,0.963,0.969,0.963,0.963,0.92,0.969,0.966,0.966,0.969,0.966,0.96,0.932,0.895,0.88,0.96,0.963,0.963,0.96,0.969,0.969,1,0.8905,0.9365,0.963,0.966,0.963,0.969,0.966,0.96,1,0.966,1,0.935,0.966,0.969,0.935,0.935,0.923,1,0.957,0.932,0.963
13,0.9705,0.932,1,0.966,0.969,0.9675,0.957,0.9675,0.963,0.9305,0.96,0.963,0.914,0.963,0.966,0.966,0.963,0.9645,0.96,0.96,0.889,0.883,0.963,0.9305,0.963,0.966,0.969,0.969,1,0.852,0.929,0.963,0.966,0.9185,0.969,0.969,0.9615,1,0.966,1,0.9245,0.96,0.966,0.966,0.966,0.88,1,0.92,0.929,0.969
14,1,0.969,1,0.969,1,0.963,0.963,0.9335,0.929,0.969,0.966,0.963,0.923,0.969,0.96,0.966,0.969,0.969,0.963,0.935,0.898,0.88,0.929,0.963,0.963,0.9585,0.969,0.969,1,0.886,0.963,0.963,0.9645,0.929,0.969,0.969,0.957,1,0.969,1,0.966,0.969,0.969,0.9365,0.9335,0.889,1,0.951,0.929,0.963
15,1,0.889,0.969,0.8875,0.969,1,0.969,0.9335,0.8965,0.9155,0.966,0.926,0.8445,0.966,0.926,0.9645,0.963,0.963,0.898,0.926,0.8845,0.8815,0.96,0.951,0.969,0.96,1,0.9275,0.963,0.8385,0.88,0.8935,0.874,0.963,0.926,0.8995,0.9245,0.966,0.963,0.935,0.898,0.929,0.926,0.895,0.9675,0.9185,1,0.886,0.9435,0.969
16,1,0.9705,1,0.969,1,0.966,0.969,0.9305,0.926,0.969,0.969,0.963,0.929,0.966,0.96,0.966,0.969,1,0.966,0.932,0.8935,0.877,0.9245,0.963,0.963,0.96,0.969,0.9705,1,0.8475,0.96,0.935,0.963,0.895,0.966,0.969,0.96,1,0.969,1,0.963,0.969,0.966,0.9675,0.9305,0.8815,1,0.9465,0.898,0.9675
17,0.8965,0.88,0.966,0.843,0.966,1,0.9365,0.8905,0.8235,0.874,0.926,0.8875,0.893,0.92,0.92,0.8965,0.96,0.9185,0.895,0.889,0.874,0.849,0.96,0.914,0.963,0.8995,0.966,0.892,0.96,0.8415,0.8325,0.9155,0.8415,0.895,0.8845,0.892,0.8905,0.926,0.969,0.951,0.852,0.886,0.843,0.8265,0.926,0.88,0.932,0.8415,0.9035,0.96
18,1,0.969,0.969,1,1,0.963,0.963,0.932,0.929,0.969,0.963,0.963,0.92,0.969,0.96,0.966,0.969,0.969,0.966,0.966,0.898,0.8785,0.929,0.963,0.963,0.966,0.9645,0.969,1,0.855,0.963,0.963,0.966,0.926,0.9675,0.969,0.9585,1,0.969,1,0.9365,0.966,0.966,0.966,0.932,0.9155,1,0.9525,0.929,0.9645
