,Method_name,sim20Sub001,sim20Sub002,sim20Sub003,sim20Sub004,sim20Sub005,sim20Sub006,sim20Sub007,sim20Sub008,sim20Sub009,sim20Sub010,sim20Sub011,sim20Sub012,sim20Sub013,sim20Sub014,sim20Sub015,sim20Sub016,sim20Sub017,sim20Sub018,sim20Sub019,sim20Sub020,sim20Sub021,sim20Sub022,sim20Sub023,sim20Sub024,sim20Sub025,sim20Sub026,sim20Sub027,sim20Sub028,sim20Sub029,sim20Sub030,sim20Sub031,sim20Sub032,sim20Sub033,sim20Sub034,sim20Sub035,sim20Sub036,sim20Sub037,sim20Sub038,sim20Sub039,sim20Sub040,sim20Sub041,sim20Sub042,sim20Sub043,sim20Sub044,sim20Sub045,sim20Sub046,sim20Sub047,sim20Sub048,sim20Sub049,sim20Sub050
1,Af,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.84,0.8,0.8,0.88,0.84
2,AS,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.84,0.88
3,BCohF,1,1,1,0.92,1,0.92,1,0.84,0.92,0.92,0.84,0.92,0.92,0.92,0.92,0.76,1,1,0.84,0.84,1,0.92,0.92,0.76,0.84,0.84,0.92,1,0.92,0.92,0.84,0.92,0.92,1,0.92,0.76,0.92,1,1,0.92,0.92,0.92,0.92,0.84,1,0.92,0.92,0.92,0.84,1
4,BCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BCorrD,0.84,0.88,0.8,0.84,0.84,0.92,0.88,0.8,0.8,0.88,0.88,0.84,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.8,0.88,0.88,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.88,0.84,0.84,0.84,0.8
6,BCorrU,0.76,0.84,0.92,0.84,0.92,0.84,0.92,0.84,0.76,0.84,0.92,0.92,0.84,0.92,0.92,0.76,1,0.84,0.92,0.84,1,0.92,0.76,0.76,0.84,0.92,0.92,1,0.84,1,1,0.92,0.84,0.92,0.84,0.84,0.84,0.92,0.84,0.92,0.84,0.92,0.84,0.84,0.84,0.92,0.76,0.84,0.92,0.84
7,BH2D,0.8,0.88,0.84,0.8,0.8,0.8,0.84,0.84,0.84,0.88,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.84,0.84,0.88,0.8,0.92,0.8,0.8,0.84,0.84,0.8,0.84,0.88,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8
8,BH2U,0.84,0.84,0.76,0.92,0.84,0.84,0.84,0.76,0.84,0.84,0.76,0.92,0.92,0.92,0.92,0.76,1,0.76,0.84,0.76,0.84,0.92,0.68,0.76,0.84,0.76,0.84,0.92,0.92,0.92,0.84,0.76,0.76,0.92,0.84,0.76,0.76,0.84,0.92,0.84,0.84,0.92,0.84,0.84,0.76,0.92,0.68,0.76,0.84,0.92
9,BMITD1,0.84,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.88,0.84,0.84,0.8,0.8
10,BMITD2,0.84,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.84,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.84,0.84,0.8,0.8,0.88,0.84,0.8,0.84,0.8
