,Method_name,sim22Sub001,sim22Sub002,sim22Sub003,sim22Sub004,sim22Sub005,sim22Sub006,sim22Sub007,sim22Sub008,sim22Sub009,sim22Sub010,sim22Sub011,sim22Sub012,sim22Sub013,sim22Sub014,sim22Sub015,sim22Sub016,sim22Sub017,sim22Sub018,sim22Sub019,sim22Sub020,sim22Sub021,sim22Sub022,sim22Sub023,sim22Sub024,sim22Sub025,sim22Sub026,sim22Sub027,sim22Sub028,sim22Sub029,sim22Sub030,sim22Sub031,sim22Sub032,sim22Sub033,sim22Sub034,sim22Sub035,sim22Sub036,sim22Sub037,sim22Sub038,sim22Sub039,sim22Sub040,sim22Sub041,sim22Sub042,sim22Sub043,sim22Sub044,sim22Sub045,sim22Sub046,sim22Sub047,sim22Sub048,sim22Sub049,sim22Sub050
1,Af,0.8,0.88,0.8,0.8,0.8,0.8,0.84,0.88,0.92,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.84,0.84,0.8,0.8,0.88,0.88,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.84,0.88,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84
2,AS,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.88,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8
3,BCohF,0.84,0.92,1,0.76,0.84,0.84,0.92,0.76,0.84,0.84,1,1,0.92,1,0.76,1,0.84,0.84,0.84,0.92,0.92,0.92,0.92,0.84,0.92,0.84,0.76,0.92,0.84,1,0.84,1,0.84,0.92,0.84,1,0.84,0.92,0.92,0.84,0.76,0.92,0.92,0.76,0.92,0.84,0.92,0.84,0.92,0.84
4,BCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BCorrD,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84
6,BCorrU,0.84,0.92,1,0.76,0.92,0.84,0.92,0.84,0.92,0.92,1,1,0.84,0.92,0.92,0.92,0.84,0.84,0.84,0.84,0.76,0.92,0.92,0.84,0.76,0.84,0.76,0.84,0.76,0.92,0.84,0.84,0.84,0.92,0.76,0.84,0.92,0.84,0.92,0.76,0.84,1,0.84,0.76,0.92,0.84,0.92,0.76,0.84,0.92
7,BH2D,0.84,0.84,0.8,0.8,0.88,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.92,0.8,0.84,0.84,0.8,0.84,0.8,0.84,0.84,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.8,0.88,0.84,0.88
8,BH2U,0.92,0.92,1,0.76,0.92,0.84,0.92,0.76,0.76,0.84,0.84,1,0.76,0.92,0.76,0.84,0.84,0.76,0.84,0.68,0.92,0.84,0.84,0.84,0.76,0.92,0.76,0.84,0.76,0.92,0.92,0.76,0.92,0.76,0.76,1,0.84,0.84,0.84,0.76,0.76,0.76,0.84,0.84,0.84,0.84,0.76,0.92,0.68,0.84
9,BMITD1,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.88,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.84,0.8,0.84,0.8,0.84,0.8,0.84,0.8,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.8,0.84,0.84,0.8,0.84,0.84
10,BMITD2,0.8,0.84,0.8,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.8,0.88,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.84,0.84,0.8,0.8,0.8,0.84,0.84,0.8,0.84,0.84,0.84,0.8,0.88
