,Method_name,sim23Sub001,sim23Sub002,sim23Sub003,sim23Sub004,sim23Sub005,sim23Sub006,sim23Sub007,sim23Sub008,sim23Sub009,sim23Sub010,sim23Sub011,sim23Sub012,sim23Sub013,sim23Sub014,sim23Sub015,sim23Sub016,sim23Sub017,sim23Sub018,sim23Sub019,sim23Sub020,sim23Sub021,sim23Sub022,sim23Sub023,sim23Sub024,sim23Sub025,sim23Sub026,sim23Sub027,sim23Sub028,sim23Sub029,sim23Sub030,sim23Sub031,sim23Sub032,sim23Sub033,sim23Sub034,sim23Sub035,sim23Sub036,sim23Sub037,sim23Sub038,sim23Sub039,sim23Sub040,sim23Sub041,sim23Sub042,sim23Sub043,sim23Sub044,sim23Sub045,sim23Sub046,sim23Sub047,sim23Sub048,sim23Sub049,sim23Sub050
1,Af,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.88,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
2,AS,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.88,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.88,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
3,BCohF,0.92,0.84,0.92,0.92,0.92,0.76,0.84,1,0.92,0.84,0.76,1,0.92,0.84,0.84,0.84,0.76,0.84,0.92,0.84,0.84,0.76,0.84,0.76,0.84,0.84,0.84,0.92,0.84,0.92,0.76,0.84,1,0.76,0.84,0.76,0.84,0.84,0.76,0.84,0.84,0.84,0.76,0.76,0.92,0.84,0.84,0.92,0.76,0.76
4,BCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BCorrD,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
6,BCorrU,0.92,0.68,0.92,0.92,0.84,0.76,0.84,0.92,0.84,0.76,0.76,0.92,0.84,0.92,0.76,0.84,0.84,0.84,0.84,0.76,0.84,0.76,0.92,0.84,0.92,0.84,0.76,0.92,0.92,1,0.68,0.84,1,0.76,0.84,0.76,0.84,0.92,0.84,0.92,0.84,0.84,0.84,0.76,0.84,0.92,0.76,0.84,0.76,0.68
7,BH2D,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.88,0.8,0.84,0.8,0.8,0.8,0.84,0.84,0.8,0.84,0.8,0.92,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.88,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.88,0.84,0.8,0.8
8,BH2U,0.84,0.76,0.84,0.84,0.84,0.68,0.84,0.84,0.84,0.76,0.76,0.92,1,0.84,0.76,0.76,0.84,0.92,0.76,0.76,0.84,0.76,0.92,0.84,0.84,0.92,0.76,0.92,0.92,0.92,0.68,0.76,0.92,0.76,0.76,0.76,0.76,0.92,0.68,0.84,0.84,0.84,0.84,0.76,0.84,0.92,0.76,0.84,0.76,0.68
9,BMITD1,0.8,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.8,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84
10,BMITD2,0.8,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.8,0.8,0.84,0.8,0.84,0.84,0.8,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84
