,Method_name,sim6Sub001,sim6Sub002,sim6Sub003,sim6Sub004,sim6Sub005,sim6Sub006,sim6Sub007,sim6Sub008,sim6Sub009,sim6Sub010,sim6Sub011,sim6Sub012,sim6Sub013,sim6Sub014,sim6Sub015,sim6Sub016,sim6Sub017,sim6Sub018,sim6Sub019,sim6Sub020,sim6Sub021,sim6Sub022,sim6Sub023,sim6Sub024,sim6Sub025,sim6Sub026,sim6Sub027,sim6Sub028,sim6Sub029,sim6Sub030,sim6Sub031,sim6Sub032,sim6Sub033,sim6Sub034,sim6Sub035,sim6Sub036,sim6Sub037,sim6Sub038,sim6Sub039,sim6Sub040,sim6Sub041,sim6Sub042,sim6Sub043,sim6Sub044,sim6Sub045,sim6Sub046,sim6Sub047,sim6Sub048,sim6Sub049,sim6Sub050
1,Af,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9
2,AS,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.92
3,BCohF,0.98,1,0.96,0.98,0.96,1,0.98,0.96,1,1,0.94,0.96,0.96,0.98,1,0.98,0.96,0.96,0.96,0.98,1,0.98,0.96,0.98,0.98,0.94,1,0.98,0.94,0.98,0.94,0.96,1,0.98,0.98,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.96,0.94,0.94,0.98,0.98,0.94,0.96,1
4,BCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BCorrD,0.9,0.9,0.9,0.91,0.91,0.91,0.9,0.92,0.91,0.92,0.9,0.9,0.9,0.9,0.9,0.91,0.9,0.9,0.91,0.9,0.9,0.9,0.9,0.91,0.91,0.9,0.9,0.9,0.9,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.91,0.9,0.9,0.91,0.9,0.91,0.9,0.9,0.9,0.9,0.91
6,BCorrU,0.98,0.96,0.96,0.98,0.96,0.96,0.96,0.94,0.96,0.98,0.9,0.92,0.96,0.94,0.98,0.96,0.96,0.94,1,0.96,1,1,0.96,0.94,1,0.94,0.98,0.98,0.9,0.96,0.96,1,0.98,0.98,0.98,0.94,0.98,0.94,0.94,0.98,0.96,0.98,0.94,0.94,0.94,0.96,0.98,0.96,0.96,0.96
7,BH2D,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89
8,BH2U,0.84,0.82,0.82,0.8,0.78,0.82,0.78,0.88,0.82,0.78,0.78,0.78,0.8,0.8,0.78,0.78,0.8,0.82,0.78,0.78,0.8,0.78,0.8,0.78,0.82,0.84,0.84,0.86,0.78,0.8,0.8,0.88,0.78,0.82,0.82,0.8,0.78,0.78,0.78,0.86,0.78,0.78,0.9,0.78,0.78,0.82,0.78,0.8,0.78,0.78
9,BMITD1,0.89,0.9,0.9,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.9,0.89,0.9,0.89,0.9,0.89,0.9,0.89
10,BMITD2,0.89,0.9,0.9,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.89,0.9,0.9,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.9,0.89,0.9,0.9,0.89,0.9,0.89,0.9,0.89,0.9,0.89
11,BMITU,0.78,0.8,0.8,0.78,0.78,0.8,0.78,0.8,0.78,0.78,0.78,0.8,0.8,0.78,0.78,0.78,0.8,0.78,0.78,0.8,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.8,0.78,0.78,0.8,0.78,0.78,0.8,0.78,0.78,0.8,0.78,0.8,0.78,0.78,0.8,0.78,0.78,0.78,0.8,0.78,0.78,0.78
12,BTED,0.89,0.89,0.89,0.9,0.9,0.9,0.89,0.9,0.89,0.9,0.89,0.9,0.9,0.9,0.89,0.89,0.89,0.9,0.89,0.89,0.89,0.91,0.89,0.89,0.9,0.9,0.89,0.89,0.89,0.89,0.9,0.9,0.89,0.89,0.9,0.89,0.89,0.9,0.89,0.9,0.89,0.89,0.89,0.9,0.91,0.89,0.89,0.89,0.89,0.89
13,BTEU,0.9,0.9,0.89,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.89,0.89,0.9,0.9,0.89,0.89,0.9,0.9,0.89,0.9,0.89,0.9,0.89,0.9,0.89,0.89,0.9,0.9,0.9,0.89,0.9,0.9,0.89,0.89,0.9,0.9,0.9,0.9,0.89,0.9,0.9,0.89,0.89,0.9,0.89,0.9
