,sim18Sub001,sim18Sub002,sim18Sub003,sim18Sub004,sim18Sub005,sim18Sub006,sim18Sub007,sim18Sub008,sim18Sub009,sim18Sub010,sim18Sub011,sim18Sub012,sim18Sub013,sim18Sub014,sim18Sub015,sim18Sub016,sim18Sub017,sim18Sub018,sim18Sub019,sim18Sub020,sim18Sub021,sim18Sub022,sim18Sub023,sim18Sub024,sim18Sub025,sim18Sub026,sim18Sub027,sim18Sub028,sim18Sub029,sim18Sub030,sim18Sub031,sim18Sub032,sim18Sub033,sim18Sub034,sim18Sub035,sim18Sub036,sim18Sub037,sim18Sub038,sim18Sub039,sim18Sub040,sim18Sub041,sim18Sub042,sim18Sub043,sim18Sub044,sim18Sub045,sim18Sub046,sim18Sub047,sim18Sub048,sim18Sub049,sim18Sub050
1,1,0.856,0.852,1,0.912,0.836,0.928,1,0.868,0.928,1,0.928,1,0.924,0.92,0.856,0.924,0.864,0.92,0.912,0.764,0.848,0.928,0.94,0.852,0.832,0.928,0.928,0.856,0.772,0.848,0.932,1,0.912,0.856,1,1,0.936,0.936,1,1,1,0.92,0.776,0.86,0.832,1,0.924,0.912,1
2,1,0.928,0.86,1,0.904,0.856,0.844,0.936,1,0.936,0.864,1,1,0.916,0.912,0.776,0.92,0.856,0.92,0.912,0.736,0.852,0.912,0.94,0.84,0.816,1,0.936,0.936,0.768,0.832,0.832,0.92,0.928,0.84,0.936,0.84,1,1,0.856,0.94,1,0.852,0.784,0.788,0.936,0.936,0.864,0.904,0.928
3,0.852,0.84,0.822,0.852,0.828,0.816,0.831,0.852,0.852,0.846,0.84,0.852,0.852,0.8385,0.834,0.822,0.8475,0.84,0.828,0.828,0.795,0.822,0.828,0.852,0.8115,0.813,0.849,0.846,0.852,0.801,0.81,0.822,0.84,0.834,0.816,0.852,0.834,0.852,0.852,0.852,0.852,0.852,0.834,0.819,0.825,0.831,0.852,0.834,0.822,0.849
4,0.846,0.7805,0.807,0.798,0.81,0.786,0.798,0.81,0.828,0.798,0.81,0.819,0.816,0.84,0.834,0.816,0.798,0.78,0.807,0.825,0.798,0.822,0.84,0.849,0.8235,0.762,0.828,0.825,0.789,0.771,0.7385,0.789,0.795,0.828,0.7565,0.807,0.84,0.798,0.828,0.768,0.798,0.816,0.825,0.7685,0.84,0.834,0.846,0.81,0.834,0.804
5,0.852,0.846,0.828,0.852,0.828,0.813,0.846,0.852,0.852,0.846,0.852,0.8475,0.852,0.837,0.834,0.828,0.8475,0.84,0.828,0.828,0.807,0.825,0.834,0.852,0.81,0.816,0.846,0.846,0.852,0.81,0.816,0.828,0.84,0.834,0.7835,0.852,0.84,0.852,0.852,0.852,0.852,0.852,0.834,0.822,0.834,0.828,0.852,0.84,0.822,0.852
6,0.852,0.7745,0.822,0.813,0.801,0.786,0.81,0.828,0.831,0.786,0.81,0.81,0.825,0.834,0.834,0.813,0.792,0.798,0.822,0.804,0.798,0.81,0.828,0.846,0.8295,0.792,0.834,0.837,0.801,0.78,0.78,0.7685,0.801,0.816,0.7745,0.828,0.852,0.78,0.84,0.774,0.7995,0.81,0.828,0.7445,0.822,0.798,0.8355,0.816,0.852,0.843
7,0.852,0.846,0.828,0.852,0.834,0.8205,0.849,0.852,0.849,0.84,0.852,0.846,0.852,0.834,0.834,0.831,0.843,0.837,0.834,0.828,0.804,0.822,0.834,0.852,0.7925,0.7805,0.843,0.8415,0.828,0.807,0.822,0.8415,0.852,0.8295,0.822,0.852,0.852,0.852,0.846,0.852,0.852,0.852,0.834,0.813,0.84,0.816,0.852,0.837,0.828,0.852
8,0.852,0.7745,0.825,0.816,0.801,0.78,0.807,0.834,0.831,0.78,0.816,0.7865,0.828,0.834,0.84,0.81,0.789,0.81,0.822,0.807,0.804,0.81,0.834,0.846,0.84,0.786,0.834,0.837,0.786,0.789,0.78,0.7685,0.798,0.834,0.7745,0.828,0.852,0.789,0.84,0.7415,0.801,0.7805,0.831,0.7475,0.828,0.801,0.834,0.816,0.852,0.846
9,1,1,0.848,1,0.92,0.84,1,1,1,0.928,1,0.936,1,0.92,0.92,0.92,0.936,0.928,0.912,0.912,0.832,0.852,0.864,1,0.84,0.832,0.928,0.932,0.868,0.836,0.852,0.928,1,0.912,0.856,1,1,1,1,1,1,1,0.92,0.78,1,0.832,1,0.864,0.916,1
10,0.852,0.849,0.828,0.852,0.825,0.819,0.831,0.852,0.852,0.846,0.846,0.852,0.852,0.837,0.828,0.828,0.8475,0.84,0.828,0.828,0.801,0.828,0.831,0.852,0.81,0.813,0.849,0.846,0.852,0.807,0.813,0.822,0.84,0.834,0.81,0.852,0.834,0.852,0.852,0.852,0.852,0.852,0.828,0.822,0.837,0.822,0.852,0.84,0.822,0.852
11,0.846,0.7865,0.804,0.798,0.81,0.7625,0.798,0.828,0.834,0.792,0.81,0.7865,0.816,0.8295,0.843,0.81,0.801,0.786,0.804,0.828,0.804,0.822,0.84,0.846,0.819,0.762,0.831,0.825,0.774,0.768,0.7355,0.78,0.804,0.828,0.7445,0.792,0.84,0.798,0.837,0.768,0.798,0.7865,0.81,0.7685,0.846,0.837,0.846,0.804,0.828,0.804
12,1,0.929,1,1,1,0.963,0.963,0.969,0.969,0.969,0.966,0.957,0.9335,0.966,0.966,0.852,1,0.969,0.963,0.892,0.886,0.9185,0.96,0.96,0.923,1,1,0.969,1,0.932,0.954,0.96,0.963,0.963,0.957,0.966,0.96,0.966,0.9705,0.966,0.963,0.969,1,0.926,0.966,0.892,0.966,0.966,0.926,0.969
13,1,0.963,1,0.969,1,0.966,0.96,1,0.966,0.969,0.966,0.96,0.951,0.966,0.969,0.849,1,0.963,1,0.889,0.8845,0.929,0.96,0.966,0.923,0.9675,1,1,1,0.929,0.954,0.929,0.96,0.932,0.9215,0.966,0.969,0.9675,0.969,0.963,0.9335,0.9365,0.966,0.926,1,0.877,0.966,0.966,0.9305,0.969
14,1,0.966,1,1,0.9705,0.966,0.963,1,1,0.969,0.9675,0.96,0.9335,0.969,0.963,0.8535,1,0.966,0.963,0.892,0.8905,0.9185,0.963,0.966,0.92,0.9645,1,0.969,1,0.926,0.951,0.929,0.9615,0.932,0.9525,0.9705,0.96,0.966,1,0.9365,0.9645,0.969,1,0.926,0.966,0.895,0.969,0.969,0.923,0.969
15,1,0.9615,1,0.96,0.963,0.963,0.969,0.935,0.8995,0.963,0.9335,0.966,0.926,0.969,0.966,0.8565,0.932,0.926,0.932,0.889,0.9185,0.914,0.926,1,0.9465,0.917,0.966,0.9275,0.926,0.886,0.9215,0.9245,0.883,0.9275,0.8355,0.892,0.929,0.935,0.935,0.849,0.926,0.966,0.889,0.923,1,0.966,1,0.8935,0.96,0.9305
16,1,0.9675,1,1,0.9615,0.9365,0.963,0.969,1,0.969,0.969,0.966,0.963,0.96,0.96,0.8875,1,0.9675,0.966,0.858,0.883,0.914,0.929,0.966,0.917,0.929,1,0.966,1,0.923,0.9465,0.932,0.9615,0.895,0.948,1,0.963,0.969,1,0.966,0.926,0.966,1,0.9305,0.969,0.895,0.969,0.969,0.9215,0.969
17,0.9675,0.9525,0.963,0.889,0.883,0.926,0.951,0.935,0.8935,0.8875,0.9245,0.9245,0.886,0.96,0.929,0.852,0.883,0.871,0.9215,0.846,0.8725,0.9125,0.926,0.9335,0.948,0.8445,0.929,0.9155,0.92,0.8595,0.92,0.9125,0.874,0.886,0.831,0.92,0.926,0.8965,0.9335,0.8325,0.877,0.895,0.8845,0.874,0.932,0.8965,0.926,0.883,0.926,0.926
18,1,0.9335,0.969,1,1,0.966,0.963,1,1,0.969,0.966,0.96,0.9335,0.969,0.963,0.8535,1,0.9675,0.963,0.889,0.8905,0.914,0.963,0.966,0.929,0.963,0.969,0.969,1,0.929,0.954,0.966,0.963,0.929,0.9555,0.9705,0.963,0.966,1,0.969,0.9645,0.969,1,0.926,0.966,0.8935,0.969,1,0.9275,0.969
19,0.8595,0.794,0.828,0.856,0.8115,0.7965,0.859,0.9245,0.837,0.789,0.844,0.8295,0.831,0.8785,0.889,0.819,0.798,0.813,0.8295,0.8235,0.8055,0.819,0.852,0.8535,0.84,0.795,0.8385,0.8415,0.871,0.801,0.786,0.791,0.828,0.8175,0.788,0.8695,0.8595,0.7845,0.911,0.777,0.832,0.819,0.8355,0.779,0.8355,0.8115,0.868,0.8415,0.855,0.8505
20,0.9675,0.9305,0.969,1,1,0.963,0.963,0.969,1,0.969,0.966,0.957,0.935,0.966,0.966,0.855,1,0.966,0.963,0.8935,0.92,0.917,0.9615,0.9615,0.929,1,0.969,0.969,1,0.932,0.9675,0.96,0.963,0.9335,0.957,0.966,0.96,0.966,1,0.969,0.963,0.9675,1,0.926,0.966,0.892,0.969,0.969,0.9305,0.969
21,1,0.969,0.969,0.9705,1,0.963,0.96,1,1,0.969,0.963,0.96,0.926,0.935,0.969,0.8505,0.969,0.966,0.966,0.895,0.8905,0.917,0.96,0.966,0.9275,1,1,0.969,1,0.929,0.963,0.96,0.963,0.9615,0.957,0.966,0.963,0.969,1,0.966,0.963,0.963,1,0.926,0.966,0.892,0.966,0.969,0.963,0.969
22,1,0.9335,1,1,1,0.9645,0.963,1,1,0.969,0.9675,0.963,0.932,0.969,0.963,0.8535,1,0.966,0.963,0.8935,0.8905,0.92,0.963,0.966,0.92,0.9675,1,0.969,1,0.9275,0.951,0.929,0.963,0.932,0.954,0.9705,0.96,0.966,1,0.9365,0.963,0.969,0.9705,0.926,0.966,0.895,0.969,0.969,0.923,0.969
23,1,0.9615,1,0.96,0.963,0.963,0.969,0.935,0.9305,0.963,0.9365,0.969,0.929,0.969,0.966,0.8565,0.9335,0.926,0.932,0.8905,0.9245,0.914,0.963,1,0.9495,0.917,0.9675,0.9275,0.926,0.8875,0.9215,0.9245,0.8905,0.929,0.837,0.898,0.929,0.935,0.966,0.849,0.929,0.966,0.889,0.923,1,0.966,1,0.8965,0.96,0.932
24,0.9675,0.929,0.969,1,1,0.963,0.963,0.9675,1,0.969,0.966,0.957,0.935,0.966,0.966,0.855,1,0.966,0.963,0.898,0.92,0.917,0.96,0.96,0.929,1,0.969,0.969,1,0.932,0.969,0.96,0.9645,0.9335,0.926,0.966,0.96,0.966,1,0.969,0.963,0.966,1,0.929,0.966,0.892,0.969,0.969,0.9305,0.969
25,0.969,0.966,0.969,0.969,1,0.963,0.96,0.9705,1,0.969,0.963,0.96,0.926,0.9365,0.969,0.8505,0.9705,0.966,0.966,0.895,0.892,0.92,0.96,0.966,0.929,1,1,0.969,1,0.929,0.963,0.96,0.9645,0.963,0.926,0.966,0.963,0.969,0.969,0.9675,0.963,0.963,1,0.926,0.966,0.892,0.966,0.969,0.963,0.969
26,0.966,0.929,0.969,0.9705,1,0.963,0.9585,0.966,1,0.966,0.96,0.957,0.923,0.963,0.966,0.858,1,0.966,0.963,0.895,0.923,0.9215,0.96,0.957,0.9305,1,0.966,0.969,1,0.963,0.969,0.957,0.963,0.963,0.929,0.963,0.96,0.966,0.966,0.9675,0.963,0.963,0.9705,0.929,0.966,0.923,0.966,0.969,0.9305,0.966
