,Method_name,sim18Sub001,sim18Sub002,sim18Sub003,sim18Sub004,sim18Sub005,sim18Sub006,sim18Sub007,sim18Sub008,sim18Sub009,sim18Sub010,sim18Sub011,sim18Sub012,sim18Sub013,sim18Sub014,sim18Sub015,sim18Sub016,sim18Sub017,sim18Sub018,sim18Sub019,sim18Sub020,sim18Sub021,sim18Sub022,sim18Sub023,sim18Sub024,sim18Sub025,sim18Sub026,sim18Sub027,sim18Sub028,sim18Sub029,sim18Sub030,sim18Sub031,sim18Sub032,sim18Sub033,sim18Sub034,sim18Sub035,sim18Sub036,sim18Sub037,sim18Sub038,sim18Sub039,sim18Sub040,sim18Sub041,sim18Sub042,sim18Sub043,sim18Sub044,sim18Sub045,sim18Sub046,sim18Sub047,sim18Sub048,sim18Sub049,sim18Sub050
1,Af,0.8,0.84,0.88,0.84,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.88,0.84,0.84,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.8
2,AS,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.8,0.88,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.92,0.88,0.88,0.84,0.8,0.84,0.84,0.8,0.8,0.8,0.84
3,BCohF,1,0.84,0.84,1,0.92,0.84,0.92,1,0.84,0.92,1,0.92,1,0.92,0.92,0.84,0.92,0.84,0.92,0.92,0.76,0.84,0.92,0.92,0.84,0.84,0.92,0.92,0.84,0.76,0.84,0.92,1,0.92,0.84,1,1,0.92,0.92,1,1,1,0.92,0.76,0.84,0.84,1,0.92,0.92,1
4,BCohW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BCorrD,0.84,0.84,0.8,0.88,0.84,0.84,0.8,0.84,0.8,0.84,0.84,0.92,0.88,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.84,0.84,0.88,0.84,0.84,0.88,0.84,0.88,0.84,0.88,0.84,0.8,0.84,0.84,0.88,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.84,0.84,0.88,0.84
6,BCorrU,1,0.92,0.84,1,0.92,0.84,0.84,0.92,1,0.92,0.84,1,1,0.92,0.92,0.76,0.92,0.84,0.92,0.92,0.76,0.84,0.92,0.92,0.84,0.84,1,0.92,0.92,0.76,0.84,0.84,0.92,0.92,0.84,0.92,0.84,1,1,0.84,0.92,1,0.84,0.76,0.76,0.92,0.92,0.84,0.92,0.92
7,BH2D,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.84,0.84,0.8,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.84,0.8,0.84,0.8,0.84,0.8,0.88,0.8,0.8,0.84,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.84
8,BH2U,0.76,1,0.92,0.92,0.92,0.84,0.84,0.68,0.84,0.76,0.92,0.6,0.84,0.76,0.68,0.92,0.68,0.92,0.68,0.76,0.68,0.6,0.84,0.68,0.84,0.84,0.76,0.68,0.92,0.76,0.92,0.92,0.6,0.76,0.68,0.76,0.76,0.92,0.92,0.84,0.76,0.84,0.68,0.68,0.68,0.68,0.76,0.76,0.76,0.84
9,BMITD1,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.84,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.88,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.84,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8
10,BMITD2,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.84,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.84,0.8,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.84,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.84,0.8,0.8,0.8
